inputs,label
Black to move. Position is rnbqkb1r/ppp2ppp/5n2/3p2B1/3P4/2N5/PP2PPPP/R2QKBNR b KQkq - 1 5. What is the best move?,pawn on c7 to c6
White to move. Position is r2qk2r/pb1p1ppp/1pn1pn2/2p5/2PP4/P1PBPP2/6PP/R1BQK1NR w KQkq - 1 9. What is the best move?,knight on g1 to e2
Black to move. Position is r1bqr1k1/1p3pbp/p1Pp1np1/4p3/2PnP3/2N1BP2/PP1QN1PP/R3KB1R b KQ - 0 12. What is the best move?,pawn on b7 captures pawn on c6
Black to move. Position is rnb1kb1r/ppq1pppp/3p1n2/2p5/4P3/2PP1N2/PPQ2PPP/RNB1KB1R b KQkq - 0 5. What is the best move?,pawn on g7 to g6
Black to move. Position is r1b2rk1/pp3ppp/2n5/8/1Q6/3BP1P1/PP3PP1/2R1K2R b K - 0 18. What is the best move?,knight on c6 captures queen on b4
White to move. Position is 3r2k1/p4ppp/1q6/8/8/2r1P3/P3QPPP/2R3K1 w - - 0 29. What is the best move?,rook on c1 to f1
Black to move. Position is rnbq1rk1/4ppbp/p2p1np1/1PpP2B1/P3P3/2N5/1P2BPPP/R2QK1NR b KQ - 0 9. What is the best move?,queen on d8 to a5
Black to move. Position is r1b2k1r/pp3ppp/5q2/1p1p4/3P4/8/PP3PPP/RN1QR1K1 b - - 0 13. What is the best move?,bishop on c8 to d7
Black to move. Position is rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2. What is the best move?,knight on b8 to c6
White to move. Position is rn3rk1/pp3ppp/2pb1n2/q2pN1Bb/3P1P2/2N1P3/PPQ3PP/R3KB1R w KQ - 1 11. What is the best move?,bishop on f1 to d3
White to move. Position is rnbq1rk1/pp4bp/3ppnp1/2p5/2P1PP2/2N2N2/PP4PP/R1BQKB1R w KQ - 0 9. What is the best move?,pawn on g2 to g3
Black to move. Position is r3r1k1/pp3pbp/nq4p1/2pPpb2/2B2n2/2N1B3/PP1N1PPP/R1RQ2K1 b - - 9 18. What is the best move?,pawn on g6 to g5
White to move. Position is rnbq1rk1/p3ppbp/1pp3p1/8/2BPP3/2P2N2/P4PPP/R1BQK2R w KQ - 2 10. What is the best move?,pawn on h2 to h4
White to move. Position is r3r1k1/pp3p1p/2p1bnp1/2P1p3/3qPP2/1PN5/P2NQ1PP/R4RK1 w - - 1 19. What is the best move?,queen on e2 to f2
Black to move. Position is r1b1kbnr/1pqp1ppp/p1n1p3/8/3NP3/2NBB3/PPP2PPP/R2QK2R b KQkq - 1 7. What is the best move?,knight on g8 to f6
Black to move. Position is rnbqkb1r/pppp1ppp/4pn2/8/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3. What is the best move?,bishop on f8 to b4
White to move. Position is rnbq1rk1/ppp1ppbp/5np1/8/2QP4/2N2N2/PP2PPPP/R1B1KB1R w KQ - 1 7. What is the best move?,pawn on e2 to e4
Black to move. Position is r2qB1k1/1p3pbp/6p1/p1pPp2n/4P3/2NR1bP1/PPQ2P1P/1R4K1 b - - 1 18. What is the best move?,bishop on f3 to g4
White to move. Position is 3k4/pp3p2/3b1Np1/2p2nP1/3p4/P2P4/1PP2PB1/5K2 w - - 2 36. What is the best move?,bishop on g2 captures pawn on b7
Black to move. Position is 4knr1/pp1b1p2/4p3/q2pPNB1/2r4P/P1pQ4/2P2PP1/1R2KB1R b K - 0 17. What is the best move?,pawn on e6 captures knight on f5
White to move. Position is rnbqk2r/ppp1ppbp/5np1/8/2QP4/2N5/PP2PPPP/R1B1KBNR w KQkq - 1 6. What is the best move?,knight on g1 to f3
Black to move. Position is 7r/B5bp/4pp2/1R1k2p1/P7/2P2P2/5P1P/3K4 b - - 8 27. What is the best move?,king on d5 to c6
White to move. Position is 2r5/2k2pp1/1prp1q1p/p3pP2/P1P1P2P/1P3QP1/5R2/3R2K1 w - - 1 31. What is the best move?,king on g1 to g2
White to move. Position is rnbqkbnr/ppp2ppp/4p3/3p4/3PP3/8/PPP2PPP/RNBQKBNR w KQkq - 0 3. What is the best move?,knight on b1 to c3
White to move. Position is 2kr1b1r/pp2pppp/1nn5/1Q4N1/2p5/N1Pq4/PP1P1PPP/R1B2RK1 w - - 0 13. What is the best move?,knight on a3 captures pawn on c4
White to move. Position is r1bq1rk1/pp2ppbp/3p1np1/2n3B1/2P5/2N3P1/PP2PPBP/2RQK1NR w K - 2 9. What is the best move?,pawn on b2 to b4
Black to move. Position is rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on d7 to d5
White to move. Position is rnb1k1nr/ppp2ppp/8/4q3/1b6/2N5/PPP1BPPP/R1BQK1NR w KQkq - 2 7. What is the best move?,bishop on c1 to d2
Black to move. Position is 8/1R2Pb1p/5p2/5P2/6P1/2k1K3/1p5P/8 b - - 0 37. What is the best move?,pawn on h7 to h6
Black to move. Position is 1r3r2/p1n1qpkp/1p4p1/2p5/4N3/1P4P1/P1Q1PPKP/3R1R2 b - - 2 19. What is the best move?,rook on b8 to d8
Black to move. Position is r1bq1rk1/ppp2pbp/2np1np1/3Pp3/2P1P3/2N2N2/PP2BPPP/R1BQ1RK1 b - - 0 8. What is the best move?,knight on c6 to e7
White to move. Position is r2q1rk1/2pb2b1/3p2pp/p1pPpp2/2P1P3/2NN4/PPQ2PPP/4RRK1 w - - 0 17. What is the best move?,pawn on f2 to f4
Black to move. Position is 8/8/8/2k2pp1/7p/2K4P/6P1/8 b - - 4 48. What is the best move?,pawn on g5 to g4
Black to move. Position is rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2. What is the best move?,knight on b8 to c6
Black to move. Position is r1bqkb1r/1ppp1ppp/p1n2n2/4p3/B3P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 3 5. What is the best move?,bishop on f8 to e7
Black to move. Position is r2q1rk1/pp2bppp/4pn2/3NN1B1/1n1P4/1B5Q/PP3PPP/3R1RK1 b - - 0 16. What is the best move?,knight on f6 captures knight on d5
Black to move. Position is 2r1k2r/1Q2bppp/p2p4/1p2pP2/2q1P3/P1P1B3/1P4PP/R4RK1 b k - 2 19. What is the best move?,queen on c4 to c6
Black to move. Position is 3q1rk1/r3n1b1/1pn1b2p/p3p1P1/P2pP3/3P1PB1/1P1NR1B1/R1NQ2K1 b - - 0 21. What is the best move?,knight on e7 to g6
Black to move. Position is r2q1rk1/1ppb1p2/pbnp3p/4P1pn/2BP4/3Q1NB1/PP1N1PPP/R4RK1 b - - 0 14. What is the best move?,king on g8 to g7
Black to move. Position is r1bq1rk1/pp2bppp/2n2n2/3pN1B1/2pP4/2N3P1/PP2PPBP/R2Q1RK1 b - - 1 10. What is the best move?,bishop on c8 to e6
Black to move. Position is 2bk1qnr/1pN2ppp/rp1p4/3P4/2B5/4Q3/PP3PPP/2R2RK1 b - - 3 18. What is the best move?,knight on g8 to f6
White to move. Position is 2r1r1k1/1b1n2bp/pq1p2p1/1p1P1pBn/1P2P2Q/2N2NP1/5PBP/2R1R1K1 w - - 5 26. What is the best move?,pawn on e4 captures pawn on f5
White to move. Position is rnbqkb1r/p4ppp/2p1pn2/1p4B1/2pPP3/2N2N2/PP3PPP/R2QKB1R w KQkq - 0 7. What is the best move?,pawn on e4 to e5
Black to move. Position is r1bqk1nr/pppp1ppp/2n5/b7/2BpP3/2P2N2/P4PPP/RNBQ1RK1 b kq - 1 7. What is the best move?,knight on g8 to f6
Black to move. Position is 6k1/2p5/8/p2PP2Q/2P5/6p1/Pq4P1/4K3 b - - 0 43. What is the best move?,queen on b2 to f2
Black to move. Position is 5k2/8/P5p1/2p2n1p/2P2Q1P/3P1B1K/6p1/8 b - - 0 43. What is the best move?,pawn on g2 promotes to queen on g1q
Black to move. Position is r3k2r/q2bb1pn/1p2p2p/pP1pPp1P/N2Pn2N/P2BB1P1/1Q3PK1/R6R b kq - 4 23. What is the best move?,bishop on e7 captures knight on h4
White to move. Position is rnb1kbnr/ppp2ppp/8/q3p3/3P4/2N5/PPP2PPP/R1BQKBNR w KQkq - 0 5. What is the best move?,knight on g1 to f3
Black to move. Position is r1b1qrk1/ppppnppp/1b6/3nP1B1/2BP4/1Q3N2/PP3PPP/RN3RK1 b - - 6 11. What is the best move?,pawn on c7 to c6
White to move. Position is 2rqr1k1/1p2ppbp/3pbnp1/pP2n3/2P1P3/N1N1BP2/P2QB1PP/2RR2K1 w - - 1 18. What is the best move?,knight on c3 to a4
Black to move. Position is 3r3r/kpp3pp/2pq4/2N1p3/Q7/5NPb/PP4P1/2R2RK1 b - - 1 21. What is the best move?,king on a7 to b8
Black to move. Position is r3kb1r/pp2pppp/5n2/3P2B1/NnBP4/5P2/q4P1P/2RQK2R b Kkq - 0 12. What is the best move?,knight on b4 to c2
White to move. Position is 8/2bnkppp/5n2/1p2p3/8/1P2PN1P/1B3PP1/4NK2 w - - 0 25. What is the best move?,knight on e1 to c2
Black to move. Position is 8/8/8/5K2/5P1k/6p1/3R4/5r2 b - - 0 68. What is the best move?,king on h4 to h3
White to move. Position is rn1qkb1r/2pp1ppn/bp2p2p/p3P3/2PP4/3B4/PP2NPPP/RNBQ1RK1 w kq - 1 8. What is the best move?,knight on e2 to f4
Black to move. Position is 2r2rk1/1p2qppp/p3bn2/3p4/3N4/1P2P3/PQ2BPPP/2R2RK1 b - - 2 17. What is the best move?,knight on f6 to e4
White to move. Position is rn1q1r1k/3b1pnp/p4Np1/1p1Pp3/1Qp5/4P3/PP1NB1PP/2R2RK1 w - - 4 21. What is the best move?,pawn on b2 to b3
White to move. Position is r1b2rk1/1p2nppp/2p5/p7/4p3/P1B1PP2/BP4PP/4RRK1 w - - 0 22. What is the best move?,pawn on f3 captures pawn on e4
White to move. Position is 2bq1bk1/1r3r1n/1p1p2n1/pNpPp1PR/P1P1PpP1/3N3Q/1P1BB3/2K4R w - - 11 28. What is the best move?,knight on d3 to e1
White to move. Position is rnbqkbnr/ppp2ppp/4p3/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4. What is the best move?,pawn on e2 to e3
Black to move. Position is 1r1qk2b/pp1bpp2/2np2pQ/2p5/2P5/2NP1NP1/PP2PPB1/R3K3 b Q - 1 13. What is the best move?,bishop on h8 to f6
White to move. Position is br3bk1/5p2/1q3npp/1Bnp4/3NP3/7P/1BQN1PP1/4R1K1 w - - 4 26. What is the best move?,pawn on e4 captures pawn on d5
Black to move. Position is r1bqkbnr/pppp1ppp/2n5/4P3/2B2P2/2N5/PPP3PP/R1BQK1NR b KQkq - 2 7. What is the best move?,bishop on f8 to b4
Black to move. Position is 1q1r2k1/B2nQppp/8/8/1P6/4P2P/6P1/2R3K1 b - - 0 30. What is the best move?,queen on b8 to a8
Black to move. Position is 8/8/1R6/1Pp2Kpk/3r3p/8/7P/8 b - - 0 68. What is the best move?,rook on d4 to d2
Black to move. Position is rnbqkbnr/pp2pppp/2p5/3p4/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3. What is the best move?,knight on g8 to f6
Black to move. Position is rnbq1rk1/pp1pbppp/4pn2/2p5/2P5/1PN1PN2/PB1P1PPP/R2QKB1R b KQ - 2 6. What is the best move?,knight on b8 to c6
White to move. Position is 8/5pkp/6p1/4P3/3RPP2/1r4PP/2b4K/8 w - - 0 46. What is the best move?,pawn on g3 to g4
Black to move. Position is r1bqkb1r/ppp2p1p/2np1np1/1B2p3/4P3/2PP1N2/PP1N1PPP/R1BQK2R b KQkq - 1 6. What is the best move?,bishop on f8 to g7
White to move. Position is 4r1k1/1b1rbp1p/p2qpnp1/P7/1pBP1P2/1P4N1/1QR3PP/4BRK1 w - - 15 30. What is the best move?,knight on g3 to e2
Black to move. Position is r1bqk2r/pp2bppp/2nppn2/8/3NPP2/2N1B3/PPP1B1PP/R2QK2R b KQkq - 0 8. What is the best move?,castling kingside
White to move. Position is r1b1r1k1/ppppqppp/2n5/4P3/2P5/P1Q2N2/1P2PPPP/3RKB1R w K - 5 11. What is the best move?,rook on d1 to d5
White to move. Position is rnbqkbnr/1pp1pppp/p7/8/2pP4/5N2/PP2PPPP/RNBQKB1R w KQkq - 0 4. What is the best move?,pawn on e2 to e3
White to move. Position is r3kbr1/2p2p1p/p3b2B/1p1q1N2/2p5/2Pn4/PPB1Q1PP/3R1RK1 w q - 6 20. What is the best move?,bishop on c2 captures knight on d3
Black to move. Position is rnbqkb1r/pppp1ppp/4pn2/8/2PP4/5N2/PP2PPPP/RNBQKB1R b KQkq - 1 3. What is the best move?,pawn on d7 to d5
White to move. Position is 2qr4/pb3k1p/1p1P1ppB/2p2n2/1n5P/1PN3PB/P2Q1P1K/3R4 w - - 1 29. What is the best move?,pawn on f2 to f3
White to move. Position is r5k1/pb1B1pbp/1p4p1/2qp3n/3N4/2P2NrP/PPQ3P1/3R1RK1 w - - 1 24. What is the best move?,queen on c2 to f2
White to move. Position is r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 4 4. What is the best move?,pawn on c2 to c3
White to move. Position is r1bqk1nr/ppp2ppp/2np4/2b1p3/2B1PP2/5N2/PPPP2PP/RNBQK2R w KQkq - 2 5. What is the best move?,pawn on f4 captures pawn on e5
Black to move. Position is 2r5/1p3pk1/1q2p1p1/p2pPNPp/2r2P2/P1PR3Q/1P2R1KP/8 b - - 0 31. What is the best move?,pawn on g6 captures knight on f5
Black to move. Position is 1q2r1k1/1b3rbp/p2ppn2/6P1/Pn2P2R/1NN1B3/1PP2QBP/3R2K1 b - - 0 32. What is the best move?,knight on f6 to g4
Black to move. Position is r1bqk1nr/pppp1ppp/2n5/4p3/1bB1P3/2P2N2/P2P1PPP/RNBQK2R b KQkq - 0 5. What is the best move?,bishop on b4 to a5
Black to move. Position is 2r2rk1/1p3pp1/p2qbn1p/3p4/3N4/1P1BP2P/PQ3PP1/2R2RK1 b - - 0 19. What is the best move?,rook on c8 captures rook on c1
White to move. Position is 8/1K1k1p1p/4pp2/8/P1b5/1q2B2P/8/R3R3 w - - 3 40. What is the best move?,bishop on e3 to b6
White to move. Position is r1b1r3/1pq1kp1B/p3p2Q/6P1/5b2/1N6/PPP4P/1K1R4 w - - 2 27. What is the best move?,queen on h6 to f6
Black to move. Position is 2kr3B/1bpqb2p/p1np1p2/3Q4/p7/2P5/PP3PPP/RN3RK1 b - - 0 16. What is the best move?,knight on c6 to e5
White to move. Position is 2b2b2/2r2k2/p7/1p3pp1/5N2/1P2N3/P2R1PP1/6K1 w - - 0 35. What is the best move?,knight on f4 to d3
White to move. Position is r1bqkbnr/pp1ppppp/2n5/2p5/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3. What is the best move?,knight on g1 to e2
White to move. Position is r4k1r/ppq4p/n4pp1/5p2/7P/1PQ1R3/5PP1/3RK3 w - - 0 24. What is the best move?,queen on c3 captures pawn on f6
Black to move. Position is 7k/8/6q1/2pQ4/2P4P/3P3K/8/8 b - - 12 56. What is the best move?,queen on g6 to f7
White to move. Position is r5k1/p3q2p/1p2P1pB/n4p2/3Q1N2/5P2/P5PP/6K1 w - - 1 26. What is the best move?,knight on f4 to d5
White to move. Position is r1b2rk1/pp2bp2/1n2pp1p/q7/3p3P/2N1PN2/PPQ1BPP1/1K1R3R w - - 0 14. What is the best move?,pawn on e3 captures pawn on d4
Black to move. Position is rn1qkb1r/1p1b1ppp/p2ppn2/8/3NP3/1BN5/PPP2PPP/R1BQ1RK1 b kq - 3 8. What is the best move?,bishop on f8 to e7
White to move. Position is 4r1k1/pp1b2pp/1q1bp3/3p2B1/3n4/2NB1P1P/PP2RPKn/R2Q4 w - - 0 21. What is the best move?,rook on e2 to e3
White to move. Position is 2rqr1k1/1p1nppbp/3pb1p1/pP2n3/N1P1P3/N3BP2/P2QB1PP/2RR2K1 w - - 3 19. What is the best move?,pawn on h2 to h3
Black to move. Position is r4rk1/ppp1qppp/3pnn2/4p3/4P2B/1PPP1N2/2PQ1PPP/R4RK1 b - - 2 13. What is the best move?,pawn on h7 to h6
White to move. Position is 8/3R4/6k1/3p1p2/3Ppn1P/1r2B2P/5K2/8 w - - 0 39. What is the best move?,bishop on e3 captures knight on f4
Black to move. Position is rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on c7 to c5
White to move. Position is r1bqk2r/pp3ppp/2nbpn2/3p4/3P1B2/2N1PN2/PP3PPP/R2QKB1R w KQkq - 1 8. What is the best move?,bishop on f4 to g5
White to move. Position is 6r1/pp2bk2/2p2pr1/3q3p/3pNBb1/3P4/PPP2QPP/4RRK1 w - - 0 19. What is the best move?,king on g1 to h1
White to move. Position is rnbqk1nr/ppp3pp/3b4/5p2/8/6P1/PPPPP2P/RNBQKBNR w KQkq - 0 5. What is the best move?,knight on g1 to f3
White to move. Position is 1r3rk1/pp3nbp/4b1p1/2p5/P3pP1q/1N3B1P/1PQ3P1/R1B2RK1 w - - 0 20. What is the best move?,bishop on f3 captures pawn on e4
White to move. Position is r1bqk1nr/1p1p1ppp/p1n1p3/2b5/2PNP3/2N5/PP3PPP/R1BQKB1R w KQkq - 3 7. What is the best move?,knight on d4 captures knight on c6
Black to move. Position is r5k1/p2n1ppp/5n2/1R6/1Pb1p2q/4P1NP/1B1Q1PP1/1B3RK1 b - - 0 22. What is the best move?,bishop on c4 captures rook on b5
Black to move. Position is r4rkn/3nq1b1/bp2p3/p3PpNQ/P2P4/2N5/1PB2RPP/R5K1 b - - 0 25. What is the best move?,knight on d7 to f6
Black to move. Position is r2q1rk1/1b3pbR/pp4n1/2p1p3/2B1P3/2P1B3/PP1NQPP1/2KR4 b - - 0 16. What is the best move?,pawn on b6 to b5
Black to move. Position is 2kr3r/ppp2ppp/1bn1Rn2/8/2B5/BQ3N2/P4qPP/R6K b - - 0 17. What is the best move?,pawn on f7 captures rook on e6
White to move. Position is rnbqkb1r/pp3p1p/3p1np1/2pP4/4P3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 7. What is the best move?,pawn on h2 to h3
White to move. Position is 2r1r3/pp3ppk/6b1/3NRpPp/3q1B1P/8/PPP1Q1B1/2K5 w - - 1 25. What is the best move?,rook on e5 captures rook on e8
Black to move. Position is rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2. What is the best move?,pawn on e7 to e6
White to move. Position is r1bq1rk1/1p3ppp/1np1pn2/p7/PbpPP3/2N2NP1/1P2QPBP/R1BR2K1 w - - 4 12. What is the best move?,pawn on h2 to h3
Black to move. Position is 4rrk1/pp2q1pp/2n2B2/8/2P2p2/2P2Q2/P3B1PP/2KR3R b - - 0 17. What is the best move?,rook on f8 captures bishop on f6
Black to move. Position is r1bqkb1r/pp1ppp1p/2n2np1/1Bp5/4P3/2P2N2/PP1PQPPP/RNB1K2R b KQkq - 2 5. What is the best move?,bishop on f8 to g7
White to move. Position is 2kr1b1r/pb3p2/1n2pP2/q1p3B1/1ppPN2P/4Q3/PP3PP1/1K1R1B1R w - - 0 18. What is the best move?,bishop on f1 to e2
White to move. Position is 2rqr1k1/5pp1/p2b1n1p/3P1b2/Np6/3n1BB1/PP1Q1PPP/1N1R1RK1 w - - 4 21. What is the best move?,pawn on b2 to b3
White to move. Position is 1rbqr1k1/5ppp/1bR5/pp1B4/3p1N2/6P1/PPQ1PP1P/2R3K1 w - - 4 22. What is the best move?,pawn on h2 to h4
Black to move. Position is r2q2k1/pb4pp/1ppb4/6Nn/3Pp3/P5P1/1PQ4P/2BR1BK1 b - - 0 20. What is the best move?,queen on d8 to e7
White to move. Position is r3kb1r/pppnpppp/8/8/2Pq4/8/PP2QPPP/RNB2RK1 w kq - 0 11. What is the best move?,knight on b1 to c3
White to move. Position is rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2. What is the best move?,knight on g1 to f3
White to move. Position is 6rk/ppq2p1p/1np1pp2/8/2PP4/1P2Q3/P4PPP/3RR1K1 w - - 1 25. What is the best move?,king on g1 to h1
White to move. Position is r3rbk1/1b1n1p2/1q3npp/1B1p4/3NP3/7P/1B1N1PP1/R2QR1K1 w - - 0 23. What is the best move?,rook on a1 captures rook on a8
Black to move. Position is 2kr3r/2p3pp/p4p2/1pbNB2b/2p1P3/2P2N2/PP1R1PPP/3RK3 b - - 2 21. What is the best move?,pawn on f6 captures bishop on e5
White to move. Position is 8/8/8/4k3/5p1p/5K1P/8/8 w - - 0 53. What is the best move?,king on f3 to f2
White to move. Position is r4rk1/1bqnbppp/p2ppn2/1p6/3NPP2/P1N1BB2/1PP3PP/R3QRK1 w - - 1 13. What is the best move?,rook on a1 to d1
White to move. Position is rn1qkb1r/pp3ppp/4bn2/2pp2B1/3P4/2N2N2/PP2PPPP/R2QKB1R w KQkq - 2 7. What is the best move?,bishop on g5 captures knight on f6
White to move. Position is 1r3rk1/6p1/1qn4p/p1p1pp2/2Pp4/PP4PP/2QBPPK1/1R1R4 w - - 1 22. What is the best move?,pawn on e2 to e4
White to move. Position is 8/8/8/2k2pp1/7p/3K3P/6P1/8 w - - 3 48. What is the best move?,king on d3 to c3
Black to move. Position is rnbqkbnr/ppp1pppp/8/3p4/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2. What is the best move?,pawn on e7 to e6
Black to move. Position is rnbqkbnr/pppppp1p/6p1/8/2P5/6P1/PP1PPP1P/RNBQKBNR b KQkq - 0 2. What is the best move?,pawn on c7 to c5
White to move. Position is r3k3/1p3p2/p2p3Q/4b2P/8/2PR4/PPK1B3/q7 w q - 1 33. What is the best move?,queen on h6 to g5
White to move. Position is r2qkbnr/1pp3pp/p1p2p2/4p3/3PP1b1/5N2/PPP2PPP/RNBQ1RK1 w kq - 1 7. What is the best move?,pawn on d4 captures pawn on e5
White to move. Position is 8/8/4p3/5k2/6np/2N2K2/5P2/2B5 w - - 2 61. What is the best move?,knight on c3 to e2
Black to move. Position is r2qr1k1/pp3p1p/2p1bnp1/2P1p3/4PP2/1PN5/P2NQ1PP/R4RK1 b - - 0 18. What is the best move?,queen on d8 to d4
Black to move. Position is 2r1r1k1/3n1p2/5q1p/p2P1bp1/NP6/1P1n2P1/3Q1PBP/1N1R1RK1 b - - 0 26. What is the best move?,pawn on a5 captures pawn on b4
Black to move. Position is 2r1r1k1/pq3p1p/2pb2p1/3N4/4n3/1P2P3/PBR2PPP/2RQ2K1 b - - 0 23. What is the best move?,bishop on d6 to e5
Black to move. Position is r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3. What is the best move?,pawn on c5 captures pawn on d4
Black to move. Position is 1r1q1rk1/3nppbp/pp1pb1p1/3N4/2PBP3/5P2/PP1QB1PP/2RR3K b - - 0 18. What is the best move?,bishop on g7 captures bishop on d4
Black to move. Position is 2r3k1/p3qp1p/1p3np1/8/2pQPPP1/2N5/PPB5/3R2K1 b - - 0 26. What is the best move?,knight on f6 captures pawn on g4
Black to move. Position is r1bq1rk1/pp1nb1pp/2p1p3/3p4/2PPpB2/P1N1P3/1PQ1BPPP/R4RK1 b - - 2 12. What is the best move?,bishop on e7 to g5
White to move. Position is r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5. What is the best move?,knight on b1 to c3
White to move. Position is rnbqk2r/ppp2ppp/4pn2/3p4/1bPP4/2N2N2/PP2PPPP/R1BQKB1R w KQkq - 2 5. What is the best move?,bishop on c1 to g5
Black to move. Position is r4r1k/pbnq1ppp/np3b2/3p1N2/4NB2/6PB/PP3P1P/R2QR1K1 b - - 7 17. What is the best move?,rook on f8 to e8
Black to move. Position is 2k2rr1/bb1p4/p3p3/B3Qp1p/1Pq2p2/P4R2/1N4PP/4R2K b - - 1 25. What is the best move?,bishop on b7 captures rook on f3
Black to move. Position is r1bq1rk1/1pp2pbp/3p1np1/p1n1p3/P1N1P3/3PBNP1/1PP2PBP/R2Q1RK1 b - - 3 10. What is the best move?,pawn on b7 to b6
Black to move. Position is 3r1rk1/pb2qppp/8/2p5/2N5/1Q2pPP1/PP2P2P/2R2RK1 b - - 2 20. What is the best move?,rook on f8 to e8
White to move. Position is r3r1k1/pp3nPp/1q1p1n2/2bP2B1/8/P5N1/1P3PK1/R2Q1R2 w - - 0 25. What is the best move?,bishop on g5 captures knight on f6
Black to move. Position is rn3rk1/1bq1bppp/p2ppn2/1p6/3NPP2/P1N1BB2/1PP3PP/R3QRK1 b - - 0 12. What is the best move?,knight on b8 to d7
Black to move. Position is 1rr3k1/1pqbbppp/p2ppnn1/8/2P1PP2/N1N1B1PP/PP1Q2B1/2R2RK1 b - - 2 16. What is the best move?,queen on c7 to d8
Black to move. Position is r3k1nr/pp1b1ppp/2n1p3/qB4B1/1b1N4/2N5/PPP2PPP/R2Q1RK1 b kq - 2 10. What is the best move?,bishop on b4 captures knight on c3
Black to move. Position is 2rr2k1/6pp/5p2/p1n5/PbP1P1PP/3p1P2/1K3B2/1NRR4 b - - 1 32. What is the best move?,pawn on d3 to d2
Black to move. Position is 1r1q2k1/p2bRpb1/3p2p1/2r3Pp/2pN1P2/1PN5/P1PQ2P1/2K1R3 b - - 0 22. What is the best move?,pawn on c4 captures pawn on b3
White to move. Position is 3rr3/4n1k1/1pp1bpn1/p5p1/P2PP1Pp/1P5P/3R1K2/2RBNN2 w - - 3 40. What is the best move?,knight on e1 to g2
Black to move. Position is r1bqkb1r/pppn1ppp/4p3/3n4/2BP1B2/2N1PN2/PP3PPP/R2QK2R b KQkq - 0 7. What is the best move?,knight on d5 captures bishop on f4
Black to move. Position is r4rk1/pbqn2pp/1p1pp3/P1p2p2/2PP4/2PBP3/1RQB1PPP/5RK1 b - - 2 15. What is the best move?,pawn on b6 captures pawn on a5
White to move. Position is 1k1rr3/Npp3b1/6pp/Q2P1b2/7P/4P3/P5P1/5RK1 w - - 1 23. What is the best move?,knight on a7 to b5
White to move. Position is 8/8/3R4/PB1Pnkpp/8/2r3P1/7P/6K1 w - - 1 40. What is the best move?,pawn on a5 to a6
Black to move. Position is 3rr1k1/6pp/1p1q1p2/p4bN1/2P5/PP1p2P1/1B1Q2BP/5R1K b - - 0 28. What is the best move?,rook on e8 to e2
White to move. Position is 5rk1/2pb4/7p/p1pPN3/2P1P2q/2Q3p1/PP4P1/4R1K1 w - - 1 28. What is the best move?,knight on e5 to f3
White to move. Position is r2rk3/4q2p/1p3Q1P/p1bPpP2/b1PpP3/3B4/1R4P1/R5K1 w - - 5 37. What is the best move?,queen on f6 to e6
White to move. Position is r3k1nr/pppbqppp/2np4/1B1P4/Qb6/2N2N2/PP3PPP/R1B2K1R w kq - 2 11. What is the best move?,pawn on d5 captures knight on c6
Black to move. Position is r4rk1/pp3p2/1qn1p1p1/3pP1Pp/3N1P2/2P1Q3/PP3R1P/3R2K1 b - - 4 20. What is the best move?,rook on a8 to c8
Black to move. Position is r2q1rk1/2p1bppp/p1n5/1p1pP3/3P2b1/1BP2N2/P3QPPP/R1BR2K1 b - - 0 14. What is the best move?,bishop on g4 to h5
White to move. Position is r1b1kb1r/1p1nppp1/p2p1n1p/q5B1/2BNP3/2N5/PPPQ1PPP/R3K2R w KQkq - 0 9. What is the best move?,bishop on g5 to h4
White to move. Position is rnbqkb1r/pp1p1ppp/5n2/2pPp3/2P5/8/PP2PPPP/RNBQKBNR w KQkq e6 0 4. What is the best move?,knight on b1 to c3
Black to move. Position is rnbqkb1r/1pp1pp1p/1n1p2p1/p3P3/P2P4/1B3N2/1PP2PPP/RNBQK2R b KQkq - 0 7. What is the best move?,bishop on f8 to g7
