inputs,label
Black to move. Position is b2r2k1/7p/p6q/P1p3p1/5p1P/2P5/2P2R1K/4Q1N1 b - - 4 33. What is the best move?,queen on h6 captures pawn on h4
Black to move. Position is 1qr3k1/1brnbpp1/pB1p1n1p/4p3/P3P3/1NN2P2/1PPRB1PP/2R3QK b - - 0 19. What is the best move?,knight on d7 captures bishop on b6
Black to move. Position is 5kr1/1b3p2/p3pp2/1pbpqP1Q/4P1r1/2P2RN1/PPB1R1PP/7K b - - 0 25. What is the best move?,pawn on d5 captures pawn on e4
Black to move. Position is 5k2/pb5p/1p3P1N/6RB/1p6/1P4P1/P6r/5K2 b - - 1 40. What is the best move?,rook on h2 to h1
Black to move. Position is r1bq1rk1/pp1nb1pp/2p1p3/3p4/2PPpB2/P1N1P3/1PQ1BPPP/R4RK1 b - - 2 12. What is the best move?,bishop on e7 to g5
Black to move. Position is 8/7k/4p3/3nN1pp/p7/6P1/1B3P2/6K1 b - - 1 47. What is the best move?,knight on d5 to b4
Black to move. Position is r5k1/pp2rpbp/3q2p1/2p5/8/5B2/PPQ2PPP/R4RK1 b - - 3 20. What is the best move?,rook on a8 to e8
Black to move. Position is r1b2rk1/ppp2pbp/6p1/n2q4/3N1P2/2PBB3/PP4PP/R2Q1RK1 b - - 0 13. What is the best move?,knight on a5 to c4
Black to move. Position is 4k2r/1bqn2pp/pp2p3/2bp1p2/P2BnP2/2P1QBN1/2P3PP/R4RK1 b k - 1 17. What is the best move?,castling kingside
Black to move. Position is 8/r2n1k1p/ppR2pp1/4p3/6P1/1P2P3/P2N1PKP/8 b - - 2 24. What is the best move?,pawn on h7 to h5
White to move. Position is r3k2r/1b3ppp/3ppn2/p1q5/Pp2P3/3B1P2/NPP3PP/R3QR1K w kq - 0 16. What is the best move?,pawn on c2 to c3
White to move. Position is r1b1k2r/2q2ppp/p2pp3/1p2nPb1/3NP3/2N2Q2/PPP4P/1K1R1B1R w kq - 2 15. What is the best move?,queen on f3 to h5
White to move. Position is 1r4k1/2R3p1/4bp1p/4p3/1P2P3/6P1/2Nr2KP/5R2 w - - 2 34. What is the best move?,rook on f1 to f2
Black to move. Position is 8/R6P/1p3k2/2p2b2/2P1p3/1P3p2/P6r/2KB4 b - - 3 47. What is the best move?,king on f6 to g5
Black to move. Position is 2rk2r1/pp1bn3/4p3/q2PP3/3BnN1Q/P7/2P2PPP/R2R2K1 b - - 0 22. What is the best move?,knight on e4 to g5
White to move. Position is 2nb1r1k/2q2ppp/2Np4/1p1Bp3/4P3/2P2Q1P/1P3PP1/R5K1 w - - 12 25. What is the best move?,rook on a1 to a8
Black to move. Position is 4rrk1/p5p1/2p1q3/2bpPp2/5Q2/1PN2bP1/PB3P2/2R1R1K1 b - - 0 24. What is the best move?,bishop on f3 to e4
White to move. Position is r1bq1rk1/p1n2pp1/1p3n1p/2pPb3/2B5/P1N3N1/1P3PPP/R1BQ1RK1 w - - 2 17. What is the best move?,rook on f1 to e1
Black to move. Position is r1bq1rk1/pp1n2pp/2p1p3/3p4/2PPpP2/P1N2P2/1PQ1B1PP/R4RK1 b - - 0 14. What is the best move?,pawn on e4 captures pawn on f3
White to move. Position is r3kb1r/1b1p1ppp/p1q1pn2/1p6/4P3/P1NBB3/1PP2PPP/R2Q1RK1 w kq - 1 11. What is the best move?,queen on d1 to e2
White to move. Position is 8/7R/2bk2p1/4p3/P7/3NKrP1/7P/8 w - - 5 50. What is the best move?,king on e3 to d2
White to move. Position is 8/8/4pn2/2N2kpp/p7/5KP1/5P2/2B5 w - - 22 58. What is the best move?,knight on c5 captures pawn on a4
Black to move. Position is r1bqk2r/pp1n1ppp/2p1p3/8/2PPpB2/P3P2P/1P1Q1PP1/R3KB1R b KQkq - 0 11. What is the best move?,castling kingside
White to move. Position is rnbqkb1r/pp3p1p/3p1np1/2pP4/4P3/2N5/PP3PPP/R1BQKBNR w KQkq - 0 7. What is the best move?,pawn on f2 to f4
White to move. Position is 3r3k/p4pp1/8/3N2Pp/1BP2pbP/8/PK2B3/8 w - - 1 37. What is the best move?,bishop on e2 to d3
Black to move. Position is r1b1k2r/2qp1ppp/p1pbpn2/6B1/4P3/2NB4/PPP2PPP/R2Q1R1K b kq - 5 10. What is the best move?,pawn on h7 to h6
Black to move. Position is r1b1k2r/3p1ppp/p3pn2/1pq5/4P3/2NB4/PPP2PPP/R3QR1K b kq - 1 12. What is the best move?,bishop on c8 to b7
White to move. Position is 3r3k/p4pp1/4b3/3N2Pp/1BP4P/2KB1p2/P7/8 w - - 2 39. What is the best move?,knight on d5 to e3
White to move. Position is r1bqkb1r/pp1ppppp/2n2n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5. What is the best move?,knight on b1 to c3
White to move. Position is 6k1/1b3qb1/p3r1n1/1p2pN1Q/2p3R1/P2rP2P/1P3PP1/1B3RK1 w - - 8 30. What is the best move?,knight on f5 captures bishop on g7
White to move. Position is 8/4np1p/2pN2p1/P1P5/3kP3/5P2/6PP/6K1 w - - 3 37. What is the best move?,pawn on a5 to a6
Black to move. Position is rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on d7 to d5
White to move. Position is rnbqkbnr/pp1p1ppp/4p3/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3. What is the best move?,pawn on d2 to d4
Black to move. Position is 4r1k1/p5p1/2RNpn1p/2B4P/r7/P7/1n3PP1/4R1K1 b - - 1 29. What is the best move?,rook on e8 to d8
White to move. Position is rn1q1rk1/p4ppp/bp2pn2/2bp4/2P5/1P4P1/PB1NPPBP/RN1QK2R w KQ - 2 10. What is the best move?,pawn on a2 to a3
Black to move. Position is r1r2k2/4nppp/2b1p3/pBqpP3/P2N2P1/3R1P2/1P5P/4QR1K b - - 0 24. What is the best move?,bishop on c6 captures bishop on b5
White to move. Position is 4r1k1/p3P3/5R2/5p2/5q2/BP6/P6K/8 w - - 0 41. What is the best move?,king on h2 to g2
Black to move. Position is 3r4/5pk1/p1r2b2/1p5R/6QP/1B4P1/P2q2P1/5R1K b - - 2 36. What is the best move?,king on g7 to f8
White to move. Position is 8/3b2p1/5k2/6pP/1r3P2/5R2/8/5K2 w - - 0 57. What is the best move?,pawn on f4 captures pawn on g5
White to move. Position is 3rr1k1/p2n1pp1/2p1pn1p/4N2P/1BqP4/8/PP3PP1/2R1R1K1 w - - 0 24. What is the best move?,rook on c1 captures queen on c4
White to move. Position is 6k1/5q1p/pp1rbPpQ/3r4/4B2R/7P/1P4P1/5R1K w - - 2 38. What is the best move?,bishop on e4 captures rook on d5
Black to move. Position is 8/p3n3/1p1p1k1p/8/2BPbPP1/P1P1N1K1/8/8 b - - 2 45. What is the best move?,bishop on e4 to b1
Black to move. Position is 5k2/p4N2/1b6/1P1p3r/8/6B1/P5PP/4R2K b - - 0 40. What is the best move?,king on f8 captures knight on f7
White to move. Position is 5rk1/ppQ2p1p/3p2p1/8/8/3nR1PP/3q1PB1/6K1 w - - 6 33. What is the best move?,king on g1 to h2
White to move. Position is r2r2k1/pQ3p2/4n1pp/8/qN1P4/4P2P/5PP1/1RR3K1 w - - 2 29. What is the best move?,knight on b4 to c6
White to move. Position is r1bqk2r/pppp1ppp/2n2n2/1B2p3/1b2P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 6 5. What is the best move?,castling kingside
White to move. Position is 5rk1/1bq4p/p7/P1pp2p1/2n2p2/2P2B2/2PnN1PP/1R2QRK1 w - - 4 25. What is the best move?,rook on f1 to f2
Black to move. Position is r5k1/1pq2pp1/2p2n2/1PNn4/2Q3b1/4rNP1/3RPP2/2R3KB b - - 2 27. What is the best move?,pawn on c6 captures pawn on b5
Black to move. Position is rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2. What is the best move?,pawn on e7 to e6
White to move. Position is rnbqkb1r/ppp2ppp/3p1n2/4N3/4P3/8/PPPP1PPP/RNBQKB1R w KQkq - 0 4. What is the best move?,knight on e5 to f3
Black to move. Position is rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on c7 to c5
Black to move. Position is r1b2rk1/5pbp/p2p4/4p1q1/R3Pp2/2PB1P2/1PN3PP/3Q1RK1 b - - 0 18. What is the best move?,bishop on g7 to f6
Black to move. Position is rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5. What is the best move?,pawn on a7 to a6
White to move. Position is 3r4/3P3p/3k1pp1/R1Nbp3/P2K1P2/6P1/7P/8 w - - 0 40. What is the best move?,king on d4 to c3
Black to move. Position is r5nr/pp1k2bp/3q4/4n3/5p2/5NB1/PP2QPPP/3RK2R b K - 1 17. What is the best move?,knight on e5 captures knight on f3
White to move. Position is R1nr3k/2q3pp/3p4/1p1Bpp2/4P3/2P2Q1P/1P3PP1/6K1 w - - 0 27. What is the best move?,queen on f3 captures pawn on f5
White to move. Position is r6r/2k2pp1/pq2p2p/Qp1n4/3N3P/1R6/PPP2PP1/2KR4 w - - 2 21. What is the best move?,queen on a5 to e1
Black to move. Position is 5k2/p5pp/2p2n2/2N1bp1b/2P1p3/P2rB2P/1P3PP1/R3R1K1 b - - 1 27. What is the best move?,rook on d3 to d6
Black to move. Position is r5kr/p3qpp1/np2p3/2ppP1Bp/3P3P/P1nP1RQN/5PP1/R3K3 b Q - 1 18. What is the best move?,queen on e7 to e8
White to move. Position is 2k2b1N/pp4pp/1nn5/1N2p3/8/1pPq4/P2P1PPP/R1B2RK1 w - - 0 17. What is the best move?,knight on b5 to a3
Black to move. Position is r2qn1k1/3b1rpp/2p1p3/pp2BpR1/2PP4/P3PP1P/1P3Q2/2K2BR1 b - - 3 22. What is the best move?,pawn on c6 to c5
Black to move. Position is 2qrr1k1/pb4bp/1p3pp1/2pP1n2/1n3N1P/1PN1B1PB/P2Q1P1K/3RR3 b - - 3 23. What is the best move?,queen on c8 to c7
Black to move. Position is 6k1/2p5/8/p1QPPb1p/2P4q/6p1/PP4P1/3R1K2 b - - 0 35. What is the best move?,bishop on f5 to g4
White to move. Position is 3r4/5pk1/p1r2b2/1p3R1p/5Q1P/1Bq3P1/P5P1/5R1K w - - 6 35. What is the best move?,rook on f5 captures pawn on h5
Black to move. Position is 3r4/6k1/6pp/3Npp2/1p2P3/1P3P2/2PK2PP/8 b - - 1 39. What is the best move?,king on g7 to f7
White to move. Position is r1b3k1/2q2p1p/4p1p1/p1N1P3/2PQ1P2/6P1/P1r4P/4RRK1 w - - 4 28. What is the best move?,rook on f1 to f2
White to move. Position is r6r/4Qpp1/k1q4p/1R1p4/7P/8/PPP2PP1/2K5 w - - 2 27. What is the best move?,rook on b5 to b3
White to move. Position is 2k2bqN/pp4pp/1nn5/4p3/8/N1P5/3P1PPP/R1B2RK1 w - - 3 20. What is the best move?,pawn on d2 to d4
White to move. Position is r1br2k1/1q3p1p/1n2p1p1/p1ppP3/N1P2P2/1P1B2P1/P3Q2P/4RRK1 w - - 1 22. What is the best move?,knight on a4 captures pawn on c5
Black to move. Position is 2qrr1k1/pb4Np/1p3pp1/2pP1n2/1n5P/1PN1B1PB/P2Q1P1K/3RR3 b - - 0 25. What is the best move?,king on g8 captures knight on g7
Black to move. Position is 3q1r1k/1pp3p1/p2p3p/3Ppr2/2P3Q1/1P2RPP1/2P4P/5RK1 b - - 2 30. What is the best move?,pawn on h6 to h5
White to move. Position is 8/1b2nk1p/1p5B/2p2P2/Q6P/1P2Nq1K/P7/8 w - - 2 53. What is the best move?,king on h3 to h2
White to move. Position is r4rk1/1pp1qpp1/p2p2np/4p3/3PP3/1PP2NP1/2PQ1P1P/R3R1K1 w - - 1 19. What is the best move?,pawn on h2 to h4
Black to move. Position is r2q3r/6kp/p2p2p1/1p1Nn1b1/4P3/8/PPP1Q2P/1K1R1B1R b - - 3 20. What is the best move?,rook on a8 to a7
Black to move. Position is 1r6/3n1k2/pp1R4/3Npp1p/1P6/4P1K1/P4P1P/8 b - - 1 31. What is the best move?,pawn on a6 to a5
White to move. Position is r1b1kbnr/3p1ppp/p1q1p3/1p6/4P3/2NBB3/PPP2PPP/R2QK2R w KQkq - 0 9. What is the best move?,queen on d1 to d2
White to move. Position is 6k1/4b1p1/4p2p/3b1p2/2qB4/p1P5/3Q2PP/R5K1 w - - 2 40. What is the best move?,queen on d2 to f4
Black to move. Position is 5nk1/p4p1p/bp3P2/3prN2/1p6/1Pr3P1/P3P1BP/3R1R1K b - - 3 30. What is the best move?,knight on f8 to d7
Black to move. Position is r1b1k2r/pp2qpp1/4p2p/1B1n4/3N3P/Q7/PPP2PP1/R3K2R b KQkq - 5 14. What is the best move?,bishop on c8 to d7
White to move. Position is 5k2/p4n2/1b1N2q1/1P1p3r/8/5RB1/P5PP/4R2K w - - 2 39. What is the best move?,rook on f3 captures knight on f7
Black to move. Position is 1r3rk1/2q2p1p/p3b1p1/2pn4/P1Nb4/1P6/2QBBPPP/2R2RK1 b - - 3 22. What is the best move?,knight on d5 to f4
White to move. Position is 8/6kp/p2p2p1/1p1Nq3/P1n1P2b/3Q3B/1PP4P/1K6 w - - 3 31. What is the best move?,queen on d3 to c3
White to move. Position is 6k1/p4p1p/bp3Pn1/3r1N2/1p6/1Pr3P1/P3P1BP/5R1K w - - 0 32. What is the best move?,bishop on g2 captures rook on d5
Black to move. Position is rnbqkb1r/pp2pppp/5n2/3P4/8/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 5. What is the best move?,knight on f6 captures pawn on d5
Black to move. Position is r2q2k1/p2b1rpp/2p1pn2/1p2Bp2/2PP4/P3PP1P/1PQ3R1/2K2BR1 b - - 5 20. What is the best move?,pawn on b5 to b4
White to move. Position is 1r3rk1/2q2pbp/pn2b1p1/N1pn4/P7/1PN5/2QBBPPP/R4RK1 w - - 0 20. What is the best move?,knight on c3 captures knight on d5
White to move. Position is r4qk1/p4ppr/np2pB2/2ppP1Qp/3n1N1P/P2P2R1/5PP1/R3K3 w Q - 0 23. What is the best move?,bishop on f6 to e7
White to move. Position is 5rk1/ppQ2p1p/3p2p1/3qn3/8/4R1PP/5P2/5BK1 w - - 0 30. What is the best move?,queen on c7 to c3
White to move. Position is 6k1/p4p2/1p5Q/6p1/P4q2/5PK1/3r2PP/6R1 w - - 1 41. What is the best move?,king on g3 to h3
Black to move. Position is rnbqkb1r/pppp1ppp/4p3/8/2PPn3/8/PP1NPPPP/RNBQKB1R b KQkq - 3 4. What is the best move?,knight on e4 captures knight on d2
White to move. Position is rnbqkb1r/1p3ppp/p2ppn2/8/3NP3/2N5/PPP1BPPP/R1BQK2R w KQkq - 0 7. What is the best move?,pawn on f2 to f4
Black to move. Position is 5r1k/1ppq2p1/p2p1n1p/3Ppr2/2P1N3/1P1QRPP1/2P4P/5RK1 b - - 2 28. What is the best move?,knight on f6 captures knight on e4
White to move. Position is 3R1bk1/5p1p/p1N1p3/4P1p1/P7/6P1/1r5P/7K w - - 0 33. What is the best move?,rook on d8 to a8
White to move. Position is r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4. What is the best move?,knight on f3 captures pawn on d4
Black to move. Position is r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3. What is the best move?,pawn on c5 captures pawn on d4
Black to move. Position is rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4. What is the best move?,knight on g8 to f6
White to move. Position is 8/R1pr4/1p1P3k/1Pp3pp/8/3K4/7P/8 w - - 1 64. What is the best move?,king on d3 to e4
Black to move. Position is r4k2/4rppp/p3bn2/2Np4/1P6/3B4/P4PPP/R3R1K1 b - - 2 19. What is the best move?,pawn on a6 to a5
White to move. Position is 8/8/8/4k3/3pN2p/5P2/5K2/8 w - - 2 71. What is the best move?,knight on e4 to c5
Black to move. Position is rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on c7 to c5
Black to move. Position is 2kr2nr/1pp2ppp/p1p5/8/1b2P3/2N1B3/PPP1KPPP/R6R b - - 0 11. What is the best move?,rook on d8 to e8
White to move. Position is r2qk2r/5p1p/p2pP1p1/1p2n1bQ/4P3/2N5/PPP4P/1K1R1B1R w kq - 0 18. What is the best move?,pawn on e6 captures pawn on f7
White to move. Position is 1r4k1/p5p1/2RNp2p/7n/3B4/1r6/1n3PP1/1R4K1 w - - 2 33. What is the best move?,rook on c6 to c8
Black to move. Position is rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2. What is the best move?,knight on b8 to c6
Black to move. Position is r4rk1/1pp1qpp1/p2pn2p/4p2n/3PP3/1PP2NB1/2PQ1PPP/R3R1K1 b - - 0 16. What is the best move?,knight on e6 to g5
Black to move. Position is r5k1/p5P1/1p2RBr1/2pp3R/3n3P/P2P4/5PP1/5K2 b - - 0 34. What is the best move?,knight on d4 captures rook on e6
Black to move. Position is r1bqkbnr/pp2pppp/2Bp4/2p5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 0 4. What is the best move?,pawn on b7 captures bishop on c6
White to move. Position is 5rk1/ppQ2p1p/3p2p1/8/8/5RPP/3q1PB1/4n1K1 w - - 8 34. What is the best move?,rook on f3 to f6
White to move. Position is 2N2k1n/p4b2/1b1N4/1P1p3r/8/5RB1/P1q3PP/4R2K w - - 6 37. What is the best move?,knight on d6 captures bishop on f7
Black to move. Position is rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2. What is the best move?,pawn on e7 to e6
Black to move. Position is r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4. What is the best move?,knight on g8 to f6
Black to move. Position is 5bk1/6p1/4p2p/3b1p2/2qB4/2P3Q1/p5PP/2R3K1 b - - 3 42. What is the best move?,queen on c4 to e2
White to move. Position is rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6. What is the best move?,bishop on c1 to g5
White to move. Position is 1rb1r1k1/2q1bppp/ppn1pn2/4p3/P4P2/1NN1BB2/1PPQ2PP/4RR1K w - - 0 17. What is the best move?,bishop on f3 captures knight on c6
Black to move. Position is r1bqk2r/pppnbppp/4pN2/6B1/3P4/5N2/PPP2PPP/R2QKB1R b KQkq - 0 7. What is the best move?,bishop on e7 captures knight on f6
Black to move. Position is 2b3rk/5p1p/p7/3Bp3/RN2Pp2/2PKbP2/1P4qP/3Q4 b - - 3 27. What is the best move?,bishop on c8 to d7
Black to move. Position is rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on d7 to d5
Black to move. Position is 8/p3n3/1p1p1k1p/8/2NP1PPK/P1PB1b2/8/8 b - - 8 48. What is the best move?,knight on e7 to d5
White to move. Position is 1r3rk1/5p1p/p2p1qn1/3P3Q/4Pp2/1B6/P5PP/2R2R1K w - - 4 26. What is the best move?,queen on h5 to f5
Black to move. Position is 8/pb3k1p/1p3p1B/2p1nQ2/6PP/1P2N2K/P4P2/6q1 b - - 10 42. What is the best move?,queen on g1 to h1
Black to move. Position is r1bq1rk1/ppp1npbp/6p1/n2P4/3N1P2/2NBB3/PPP3PP/R2Q1RK1 b - - 0 11. What is the best move?,knight on e7 captures pawn on d5
White to move. Position is 8/pb3k1p/1p3p1B/2p1nQ2/6PP/1P2N2K/P4P2/7q w - - 11 43. What is the best move?,king on h3 to g3
Black to move. Position is r1b2rk1/4qpbp/p2p4/1p2p3/P3Pp2/2PB4/1PN2PPP/R2Q1RK1 b - - 0 16. What is the best move?,pawn on b5 captures pawn on a4
White to move. Position is 8/2p3p1/1p1p3k/3P3p/1PPK4/1r6/6RP/8 w - - 10 57. What is the best move?,pawn on b4 to b5
White to move. Position is 8/5p1p/2k3p1/2b5/5P2/PP1p3P/1B3P2/3K4 w - - 1 45. What is the best move?,king on d1 to d2
Black to move. Position is r5k1/pp1nrpp1/q1p1pn1p/7P/1BPP4/3Q1N2/PP3PP1/R3R1K1 b - - 1 19. What is the best move?,rook on e7 to e8
Black to move. Position is r2qr1k1/1b2bppn/p3p2p/1p2P2Q/2p2B2/P1N1P2P/1P3PP1/1BR2RK1 b - - 2 18. What is the best move?,knight on h7 to f8
White to move. Position is r1r5/pp1qnkpp/4Np2/3p4/8/8/PP2QPPP/2R1R1K1 w - - 4 20. What is the best move?,queen on e2 to g4
Black to move. Position is 5rk1/4p1b1/6p1/PNpB1b2/2P3p1/4QpP1/7R/q3B1K1 b - - 7 41. What is the best move?,rook on f8 to f7
Black to move. Position is rnbqkbnr/pp1ppppp/2p5/8/3PP3/8/PPP2PPP/RNBQKBNR b KQkq - 0 2. What is the best move?,pawn on d7 to d5
White to move. Position is 5rk1/1bqn3p/p7/P1ppP1p1/4np2/2P1QB2/2P1N1PP/R4RK1 w - - 0 22. What is the best move?,queen on e3 to c1
Black to move. Position is r1bqkbnr/p3pppp/2pp4/2p5/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 5. What is the best move?,pawn on e7 to e5
Black to move. Position is rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1. What is the best move?,pawn on c7 to c5
Black to move. Position is r4rk1/pb2qppp/1p6/2npP3/1p1Q1P2/1P4P1/P2NP1BP/R1R3K1 b - - 2 17. What is the best move?,knight on c5 to e6
Black to move. Position is 8/6kp/p2p2p1/1p1Nn1q1/P3P2b/7B/1PP4P/1K3Q2 b - - 0 29. What is the best move?,knight on e5 to c4
Black to move. Position is 8/8/4p3/5k2/6np/5K2/4NP2/2B5 b - - 3 61. What is the best move?,knight on g4 to e5
Black to move. Position is rnbqkbnr/pp2pppp/2p5/3p4/2PP4/2N5/PP2PPPP/R1BQKBNR b KQkq - 1 3. What is the best move?,pawn on e7 to e6
Black to move. Position is rnbqkb1r/pppppppp/5n2/8/2PP4/8/PP2PPPP/RNBQKBNR b KQkq - 0 2. What is the best move?,pawn on e7 to e6
Black to move. Position is b2r4/2Rn1k2/p3p1p1/1p1pPp1p/1P3P2/P2P1N2/5BPP/6K1 b - - 0 32. What is the best move?,pawn on d5 to d4
White to move. Position is r3q1k1/pp3ppp/2np2b1/6N1/2BP4/P1P5/5PPP/R2Q2K1 w - - 0 19. What is the best move?,pawn on h2 to h4
Black to move. Position is rnb2rk1/p4pbp/q2N2p1/2pP4/2N5/7P/PP3PP1/R1BQK2R b KQ - 2 14. What is the best move?,knight on b8 to d7
White to move. Position is 5rk1/n4ppp/2qp1b2/1p2p3/4P3/NBP2Q1P/1P3PP1/5RK1 w - - 2 20. What is the best move?,knight on a3 to c2
Black to move. Position is B1b3rk/5p1p/p7/4p1q1/RN2Pp2/2P2P2/1P2KbPP/3Q4 b - - 1 25. What is the best move?,bishop on f2 to e3
White to move. Position is 5rk1/1bq4p/p7/P1pp2p1/2n2p2/2P2B2/2P1NRPP/1n2Q1K1 w - - 0 26. What is the best move?,queen on e1 captures knight on b1
White to move. Position is 8/p4kpp/2p2n2/2B1r2b/1PP5/P3Pp1P/6P1/1R2R1K1 w - - 0 37. What is the best move?,pawn on e3 to e4
Black to move. Position is 8/1R5b/1p3k2/2p5/2P1p3/1P3p2/P6r/2KB4 b - - 1 48. What is the best move?,bishop on h7 to f5
Black to move. Position is 1r3rk1/2q2pbp/pn2bnp1/N1pP4/P7/1PN5/2QBBPPP/R4RK1 b - - 0 19. What is the best move?,knight on b6 captures pawn on d5
Black to move. Position is 8/7p/3p4/3P1Q1k/1p2Pp2/6qP/r5P1/7K b - - 1 41. What is the best move?,king on h5 to h6
Black to move. Position is 3rk2r/2q2pp1/p2p3p/1p1Qp1b1/4P3/P1P2P2/1P4PP/1K1R1B1R b k - 0 20. What is the best move?,bishop on g5 to e3
White to move. Position is r4rk1/4qppp/p3p3/1p1b4/1P2n3/P2RPN2/Q3BPPP/3R2K1 w - - 3 21. What is the best move?,queen on a2 to a1
Black to move. Position is rnbqk2r/ppppppbp/5np1/8/2PP4/6P1/PP2PPBP/RNBQK1NR b KQkq - 2 4. What is the best move?,castling kingside
White to move. Position is r2r2k1/1p2ppb1/1q4p1/1Np1Pb1p/2P2Pn1/1Q3B2/P2B2PP/2RR2K1 w - - 2 30. What is the best move?,pawn on h2 to h3
Black to move. Position is r1b2rk1/5pbp/qp1N2p1/2pP4/8/7P/PP3PP1/R1BQR1K1 b - - 1 17. What is the best move?,pawn on b6 to b5
White to move. Position is 1r3rk1/5p1p/p2p2n1/3P3Q/4Pp2/1Bq5/P5PP/4RR1K w - - 2 25. What is the best move?,rook on e1 to c1
Black to move. Position is r4rk1/pb1nqppp/1p2p3/3PP3/1p6/1P1Q2P1/P2NPPBP/R1R3K1 b - - 0 15. What is the best move?,pawn on e6 captures pawn on d5
Black to move. Position is 1r2r1k1/1bq1bppp/pp2p3/4P3/P1nNpP2/8/1PP1BQPP/R1B2R1K b - - 1 20. What is the best move?,rook on b8 to c8
White to move. Position is 8/pb1r1k1p/1pn1qp1B/1Np2p2/5Q1P/1P4P1/P4P1K/3R4 w - - 0 33. What is the best move?,knight on b5 to c7
Black to move. Position is r1bqr1k1/pp1n2pp/2pBp3/5p2/2PPp3/P3P2P/1PQ2PP1/2KR1B1R b - - 3 14. What is the best move?,knight on d7 to f6
White to move. Position is r4qk1/p4ppr/np2pB2/1nppP1Qp/3P3P/P2P2RN/5PP1/R3K3 w Q - 8 22. What is the best move?,bishop on f6 to e7
Black to move. Position is 5r1k/1pp3p1/p2p3p/2qPpr2/2P1Q3/1P2RPP1/2P3KP/4R3 b - - 8 33. What is the best move?,queen on c5 to b4
Black to move. Position is 8/8/8/3k4/P1R5/5rP1/5p1P/5K2 b - - 1 58. What is the best move?,king on d5 captures rook on c4
Black to move. Position is 4rr2/2q2pk1/3Q2p1/pp2p1P1/4P3/PBP1bP2/1P6/1K1R1R2 b - - 0 29. What is the best move?,queen on c7 captures queen on d6
White to move. Position is r1bqkb1r/pp3ppp/2n2n2/2pp4/3P4/1P2PN2/P4PPP/RNBQKB1R w KQkq - 1 7. What is the best move?,pawn on a2 to a3
Black to move. Position is r1bqkbnr/pp1ppp1p/2n3p1/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 5. What is the best move?,bishop on f8 to g7
White to move. Position is 2k5/pp4pp/2nb4/8/n2P1P2/N1Pq4/1B4PP/1R2R2K w - - 9 29. What is the best move?,rook on e1 to d1
Black to move. Position is rn3r2/p3ppkp/1p4p1/8/3N4/1P4P1/P3PPKP/R4R2 b - - 0 15. What is the best move?,pawn on a7 to a5
Black to move. Position is 1qr3k1/1br1bpp1/pQ1p1n1p/4p3/P3P3/1NN2P2/1PPRB1PP/2R4K b - - 0 20. What is the best move?,knight on f6 to d7
Black to move. Position is r1bqr1k1/2p2pp1/2pp1n1p/N1b1p3/4P3/2PP1N2/PP2QPPP/R1BR2K1 b - - 0 12. What is the best move?,knight on f6 to g4
White to move. Position is 1r2k3/4nppp/4p3/1PqpP3/r2N2P1/P2RQP2/7P/1R5K w - - 5 30. What is the best move?,pawn on f3 to f4
Black to move. Position is 3kb3/p7/1p3p1P/2p1pB2/2P5/8/PP1r4/1K2R3 b - - 0 37. What is the best move?,bishop on e8 to d7
White to move. Position is 6k1/p4p1p/1p4p1/6q1/P7/2Q2P1K/r5PP/6R1 w - - 11 34. What is the best move?,queen on c3 to d4
