inputs,label
"It is Black's turn to move. The board position is:
r . . r . . . .
p . . b k p . .
. p . . p n . p
. . p . q . p .
. . . . . . . .
Q . P B B . P .
P P . . . P . P
. . K R R . . .
The best move is e5c7 and the evaluation is 13. Explain why e5c7 is the best move.","It looks like white can get a decisive initiative with 20.f4 (to close the c1-h6 diagonal and prevent checks there) 20...gxf4 21.Bd4. Now 21...Qd5 loses to 22.Re5 Qxg2 23.Rxc5! bxc5 24.Qxc5+ Ke8 25.Bxf6. 21...Qc7 22.Be5 Qc6 23.Bxf6+ (23.Bxf4!? Qa4?? 24.Bd6+! Ke8 25.Rxe6+! fxe6 26.Bg6 Mate, is a unique combination) 23...Kxf6 24.Be4 Qa4, is also good for white. But black has a saving continuation. It is 21...Qg5! 22.Re5 Qh4!, and now 23.g3 does not reach the goal because of 23...fxg3 24.hxg3 Qxg3 25.Rxc5 bxc5 26.Qxc5+ Ke8 27.Bxf6 Qf4+."
"It is White's turn to move. The board position is:
r . . r . . . .
p . q b k p . .
. p . . p n . p
. . p . . . p .
. . . . . . . .
Q . P B B . P .
P P . . . P . P
. . K R R . . .
The best move is e3d4 and the evaluation is 36. Explain why e3d4 is the best move.","The queen has left the center, and black guards all the entrances to his king's palace."
"It is Black's turn to move. The board position is:
r . . r . . . .
p . q b k p . .
. p . . p n . p
. . p . . . p .
. . . B . . . .
Q . P B . . P .
P P . . . P . P
. . K R R . . .
The best move is f6g4 and the evaluation is 18. Explain why f6g4 is the best move.","Now if 21.f4, black has the strong response: 21...Ng4 22.Bd4 gxf4 23.h3 Ne3."
"It is White's turn to move. The board position is:
r . . . b . . .
p . q . k p . .
. p . . p n . p
. . p r . . p .
. . . B . . . .
Q . P B . . P .
P P . . . P . P
. K . R R . . .
The best move is f2f4 and the evaluation is -48. Explain why f2f4 is the best move.","Maybe 22...Bc6!? 23.Be5 Qd7 24.Bc2 Qb7, is even better."
"It is Black's turn to move. The board position is:
. . . r b . . .
p . q . k p . .
. p . . p n . p
. . p r . . p .
. . . B . P . .
Q . P . . . P .
P P B . . . . P
. K . R R . . .
The best move is e8b5 and the evaluation is -103. Explain why e8b5 is the best move.",Good for black is 24.Be5 Qc6! 25.c4 R5d7 26.Qc3 Ng4 27.fxg5 hxg5 28.Rf1 Rd4!
"It is Black's turn to move. The board position is:
. . . . b . . .
p . q . . p . .
. p . r p k . .
. . p . . . p .
. . P . . . . .
Q . . . . . P .
P P B . . . . P
. K . . R . . .
The best move is c7d8 and the evaluation is -38. Explain why c7d8 is the best move.","The only move, for otherwise the white queen is out of play."
"It is Black's turn to move. The board position is:
. . . . b . . .
p . q . k . . .
. p . r p p . .
. . p . . . p .
. . P . . . . P
. . . . Q . P .
P P B . . . . .
. K . . R . . .
The best move is g5h4 and the evaluation is -1. Explain why g5h4 is the best move.","Kamsky offered a draw here, in mutual time pressure. But I refused the offer, because black's chances are better: white has already lost the two bishops' advantage, and he still has not regained his pawn..."
"It is White's turn to move. The board position is:
. . . . b . . .
p . . q k . . .
. p . r . p . Q
. . p . p . . .
. . P . . . . P
. . . . . . . .
P P B . . . . .
. K . . R . . .
The best move is h6g7 and the evaluation is 0. Explain why h6g7 is the best move.","This, alas, disrupts the logic of the struggle. In time pressure, I decided to protect the f6 pawn, missing the opportunity to do this much more effectively: 32...Rd2! 33.Rf1 Qd4, and white's position is hopeless."
"It is White's turn to move. The board position is:
. . . . b . . .
p . . . k . . .
. p . r . p . Q
. . p . p . . P
. . P . . . q .
. . . . . . . .
P P B . . . . .
. K . . R . . .
The best move is h6h7 and the evaluation is -102. Explain why h6h7 is the best move.","Here, too, 33...Rd2!? is stronger."
"It is White's turn to move. The board position is:
. . . k b . . .
p . . . . . . Q
. p . r . p . .
. . p . p . . P
. . P . . . q .
. . . . . . . .
P P B . . . . .
. K . . R . . .
The best move is h5h6 and the evaluation is 102. Explain why h5h6 is the best move.",A draw results from 34...Bf7 35.Bg6 Rd1+ (35...Qxc4 36.b3 Qe6 37.Rg1).
"It is Black's turn to move. The board position is:
. . . k . . . .
p . . b . . . .
. p . . . p B P
. . p . p . . .
. . P . . . . .
. . . . . . . .
P P . r . . . .
. K . . R . . .
The best move is d2h2 and the evaluation is -5. Explain why d2h2 is the best move.","I made a mistake, and Kamsky does not take advantage of my time pressure blunder. After 38.Kc1! already black must fight for the draw: 38...Rd4 (The rook cannot leave the d-file because of 39.Rd1, winning a bishop.) 39.Bxd7! Rxc4+ (Black cannot recapture on d7, as after 40.Rd1 the pawn slides in on h8 and queens.) 40.Kb1 Rh4 (40...Kxd7 41.Rh1) 41.Rd1 Rxh6."
"It is White's turn to move. The board position is:
. . . . . . . .
. . . . . . . b
. R . . . . . .
. . p . k . . .
. . P . p . . .
. P . . . p . .
r . . . . . . .
. . K B . . . .
The best move is b6c6 and the evaluation is -553. Explain why b6c6 is the best move.","If we exclude black's going astray in time pressure, the result of the game can be considered quite just."
"It is Black's turn to move. The board position is:
r . b q k b n r
. . . . . p p p
p . p . p . . .
. . . p . . . .
. . P . P . . .
. . . B . . . .
P P . . . P P P
R N B Q . R K .
The best move is g8f6 and the evaluation is 61. Explain why g8f6 is the best move.","Fischer plays simply. Alternatively, after 8.Nd2 Nf6 9.Qe2, White plays for the attack, but Black has queenside and central chances."
"It is White's turn to move. The board position is:
r . b q k b . r
. . . . . p p p
p . . . . n . .
. . . p . . . .
. . . . . . . .
. . . B . . . .
P P . . . P P P
R N B Q . R K .
The best move is f1e1 and the evaluation is 71. Explain why f1e1 is the best move.","Petrosian probably didn't like 10...Nxd5 because of 11.Be4 and now 11...Bb7 12.Qb3 is unpleasant, intending Rf1-d1 and Nb1-c3, while 12.Nc3 is also possible.
{
Petrosian thought 10...Qxd5 was best, but after 11.Nc3, White is two tempos ahead and should be able to exploit this."
"It is Black's turn to move. The board position is:
r . b q k . . r
. . . . b p p p
p . . . . n . .
. . . p . . . .
Q . . . . . . .
. . N B . . . .
P P . . . P P P
R . B . . R K .
The best move is c8d7 and the evaluation is 59. Explain why c8d7 is the best move.",This is a very unpleasant check.
"It is White's turn to move. The board position is:
r . b . k . . r
. . . q b p p p
p . . . . n . .
. . . p . . . .
Q . . . . . . .
. . N B . . . .
P P . . . P P P
R . B . . R K .
The best move is d3b5 and the evaluation is 66. Explain why d3b5 is the best move.","After 12...Bd7 13.Qc2, White has some pressure, but after 13...0-0 14.Bg5 h6 15.Bxf6 Bxf6 16.Nxd5, chessplayers these days would not be so afraid of having this position with Black - Black has the bishop pair, but Fischer knew Petrosian didn't like to sacrifice pawns, so he believed Petrosian wouldn't even consider this line."
"It is Black's turn to move. The board position is:
r . b . k . . r
. . . q b p p p
p . . . . n . .
. . . p . . . .
Q . . . . . . .
. . N B . . . .
P P . . . P P P
R . B . R . K .
The best move is d7a4 and the evaluation is 71. Explain why d7a4 is the best move.","Very simple - pinning the bishop on e7. If 13.Bb5 axb5 14.Qxa8 0-0, when Black can continue with Bc8-b7, and d5-d4, when Black is better developed with a strong passed d-pawn, and the White queen is out of play."
"It is White's turn to move. The board position is:
r . b . k . . r
. . . . b p p p
p . . . . n . .
. . . p . . . .
q . . . . . . .
. . N B . . . .
P P . . . P P P
R . B . R . K .
The best move is c3a4 and the evaluation is 68. Explain why c3a4 is the best move.","If 13...d4 14.Nb5 0-0 15.Qxd4 axb5 16.Qxd7 Bxd7 17.Rxe7, or 13...0-0? 14.Qxd7 Bxd7 15.Rxe7 and White is winning."
"It is White's turn to move. The board position is:
r . . . k . . r
. . . . b p p p
p . . . b n . .
. . . p . . . .
N . . . . . . .
. . . B . . . .
P P . . . P P P
R . B . R . K .
The best move is c1e3 and the evaluation is 56. Explain why c1e3 is the best move.",The position is almost equal but Fischer shows good technique in this position.
"It is White's turn to move. The board position is:
r . . . . r k .
. . . . b p p p
p . . . b n . .
. . . p . . . .
N . . . . . . .
. . . B B . . .
P P . . . P P P
R . . . R . K .
The best move is e3c5 and the evaluation is 63. Explain why e3c5 is the best move.","If 15...Nd7 16.f4 g6 17.Rac1 0-0 18.Bd4, intending 19.f5 gxf5 20.Bxf5 Bxf5 21.Rxe7, etc."
"It is Black's turn to move. The board position is:
r . . . . . k .
. . . . r p p p
p . . . b n . .
. . . p . . . .
N P . . . . . .
. . . B . . . .
P . . . . P P P
R . . . R . K .
The best move is f6d7 and the evaluation is 86. Explain why f6d7 is the best move.",Fixing the a-pawn and preparing Na4-c5.
"It is White's turn to move. The board position is:
r . . . . k . .
. . . . r p p p
p . . . b n . .
. . . p . . . .
N P . . . . . .
. . . B . . . .
P . . . . P P P
R . . . R . K .
The best move is a4c5 and the evaluation is 62. Explain why a4c5 is the best move.",Freeing the pin on the e-file.
"It is Black's turn to move. The board position is:
r . b . . k . .
. . . . r p p p
p . . . . n . .
. . N p . . . .
. P . . . . . .
. . . B . P . .
P . . . . . P P
R . . . R . K .
The best move is f6d7 and the evaluation is 68. Explain why f6d7 is the best move.",Taking the e4- and g4-squares away from the Black knight.
"It is White's turn to move. The board position is:
r . . . . k . .
r . . b . p p p
p . . . . n . .
. . N p R . . .
. P . . . . . .
. . . B . P . .
P . . . . . P P
R . . . . . K .
The best move is a2a4 and the evaluation is 154. Explain why a2a4 is the best move.",Intending Bd7-b5.
"It is Black's turn to move. The board position is:
r . . . . k . .
r . . N . p p p
p . . . . n . .
. . . p R . . .
. P . . . . . .
. . . B . P . .
P . . . . . P P
R . . . . . K .
The best move is a7d7 and the evaluation is 106. Explain why a7d7 is the best move.","Given two exclamation marks by Petrosian. An incredible move - Fischer surrenders his strong knight for Black's bad bishop, but as we shall see - Fischer knew quite well what he was doing! Nowadays all players would consider playing 22.a4 with a big advantage."
"It is Black's turn to move. The board position is:
r . . . . k . .
. . . r . p p p
p . . . . n . .
. . . p R . . .
. P . . . . . .
. . . B . P . .
P . . . . . P P
. . R . . . K .
The best move is d5d4 and the evaluation is 110. Explain why d5d4 is the best move.",Threatening Bd3xa6 or Rc1-c6.
"It is White's turn to move. The board position is:
r . . . . k . .
. . . . . p p p
p . . r . n . .
. . . p R . . .
. P . . . . . .
. . . B . P . .
P . . . . . P P
. . R . . . K .
The best move is c1c7 and the evaluation is 129. Explain why c1c7 is the best move.",Fischer loved the R + B vs R + N endings.
"It is White's turn to move. The board position is:
r . . . . k . .
. . R n . p . .
p . . r . . p .
. . . p . . . p
. P . . . . . .
. . . B . P . .
P . . . R K P P
. . . . . . . .
The best move is h2h4 and the evaluation is 145. Explain why h2h4 is the best move.","In principle this is bad because after h2-h4, White would eventually get another passed pawn in most endings with g2-g4. If 26...Re8 27.Rxe8+ Kxe8 28.Rc8+ Ke7 29.Ra8 Ne5 30.Bxa6, White has an extra pawn, and most probably nothing will happen for Black, for example: 30...d4 31.Ke2 d3+ 32.Kd2 and White is easily winning."
"It is Black's turn to move. The board position is:
r . . . . k . .
. . R n . p . .
p . . r . . p .
. . . p . . . p
. P . . . P . .
. . . B . . . .
P . . . R K P P
. . . . . . . .
The best move is d7b6 and the evaluation is 78. Explain why d7b6 is the best move.",Also good is 27.h4.
"It is White's turn to move. The board position is:
r . . . . k . .
. . R n . . . .
p . . r . . p .
. . . . . p . .
. P . p . P . p
. . . B K . . .
P . . . R . P P
. . . . . . . .
The best move is e3d2 and the evaluation is 161. Explain why e3d2 is the best move.",After 29...Nf6 30.Kd4 Ne4 31.Rec2 the open file decides the game in White's favor.
"It is White's turn to move. The board position is:
r . . . k . . .
. R . . . R . .
p . . r . . p .
. . . . . p . .
. n . p . P . p
. . . B . . . .
P . . K . . P P
. . . . . . . .
The best move is f7h7 and the evaluation is 584. Explain why f7h7 is the best move.",If 33...Nxf4 34.Bc4 winning.
"It is Black's turn to move. The board position is:
r . . . k . . .
. R . . . R . .
p . . r . . p .
. . . . . p . .
. n B p . P . p
. . . . . . . .
P . . K . . P P
. . . . . . . .
The best move is h4h3 and the evaluation is 728. Explain why h4h3 is the best move.","Because after 34...Rc8 35.Rfe7+ Kf8, 36.Rh7 leads to mate by force.
After defeating Petrosian, only the World Champion Spassky was left on Fischer's road to the chess title."
"It is White's turn to move. The board position is:
r n b q k b . r
p p . . p p p p
. . p . . n . .
. . . P . . . .
. . P . . . . .
. . . . . . . .
P P . P . P P P
R N B Q K B N R
The best move is g1f3 and the evaluation is 22. Explain why g1f3 is the best move.","This is the so-called Steiner system, a sister of the Panov Attack. The usual continuation is 3...cxd5. By sacrificing a pawn, black gets compensation in his active piece play. But white declines the sacrifice, preferring to direct the game in a familiar mold."
"It is White's turn to move. The board position is:
r . . q k b . r
p p . . p p p p
. . n . . . . .
. . . n . . . .
. . . P . . b .
. . N . . N . .
P P . . . P P P
R . B Q K B . R
The best move is d1b3 and the evaluation is 22. Explain why d1b3 is the best move.",By transposition we have arrived at one of the best-known positions of the Panov Attack. The traditional move order is 2.d4 d5 3.exd5 cxd5 4.c4 Nf6 5.Nc3 Nc6 6.Nf3 Bg4 7.cxd5 Nxd5.
"It is Black's turn to move. The board position is:
r . . q k b . r
p p . . p p p p
. . n . . . . .
. . . n . . . .
. . . P . . b .
. Q N . . N . .
P P . . . P P P
R . B . K B . R
The best move is g4f3 and the evaluation is 19. Explain why g4f3 is the best move.","The ancient move 8.Bb5, which goes back to Nimzovich-Alekhine (Bled 1931), has a worthy defense, as shown by Nimzovich himself: 8...Rc8! 9.h3 Bxf3 10.Qxf3 e6 11.0-0 Be7."
"It is White's turn to move. The board position is:
r . . q k b . r
p p . . . p p p
. . n . p . . .
. . . n . . . .
. . . P . . . .
. Q N . . P . .
P P . . . P . P
R . B . K B . R
The best move is b3b7 and the evaluation is 24. Explain why b3b7 is the best move.","Here, black was at a crossroads. He prefers, in this game, the most popular continuation - a forced transition into the endgame. A sharp middlegame, but with a certain risk for black, awaits him after 9...Nb6 10.d5. It is easier for black to defend after 10.Be3 e6 11.0-0-0 Be7 12.d5 exd5 13.Bxb6 Qxb6 14.Qxb6 axb6 15.Nxd5 Rxa2 16.Kb1 Ra5! with an equal endgame. In Anand-Karolyi (Frunze 1987), white chose to keep the bishop: 13.Nxd5 Nxd5 14.Rxd5 Qc7 15.Kb1 0-0 16.f4 Nb4! 17.Rd4 Nc6 18.Rd1 Bf6 19.Bg2, but it seems that black's position is quite defensible.
After 10.d5 Nd4 11.Qd1 e5 12.dxe6 fxe6 13.Be3 Bc5, we arrive at the extremely sharp position shown in the analysis The practice of the last several years shows that black can maintain equality. Here are several examples: 1) 14.Bg2 Qh4 15.0-0 Bd6 16.h3 Nf5 17.Qb3 0-0 18.Qxe6+ Kh8 19.Qe4 Qf6 20.Qg4 Qf7 and black has sufficient compensation for the pawn (Malaniuk-Yudasin, USSR Championship, Moscow 1991), or 2) 14.b4 0-0 15.bxc5 Nxf3+ 16.Ke2 Qf6 17.cxb6 (17.Bg2?! Nc4! is in black's favor) 17...Rad8 18.Qc2 Nd4+ 19.Bxd4 Qxd4 20.Ne4 Qxa1 21.Bg2 Qe5 with mutual chances (Hansen,L-Kuijf, Graested 1990)."
"It is Black's turn to move. The board position is:
r . . q . b . r
p . . . k p p p
. . . . p . . .
. Q . n . . . .
. . . . . . . .
. . N . . P . .
P P . . . P . P
R . B . K . . R
The best move is d8d7 and the evaluation is 19. Explain why d8d7 is the best move.","For a short time, the capture 13.Nxb5 aroused some curiosity. The idea is that 12...a6 13.Nd4 is unpleasant for black due to the threat of 14.Bg5+. But the game Zhuravlev-Stecko (USSR 1971), which continued 13...Rb8! 14.Nd4 Qd7 15.Be3 Rxb2 16.Qc4 f6 17.Rd1 Kf7 18.Nb3 Be7, with advantage to black quickly ended the curiosity."
"It is White's turn to move. The board position is:
r . . . . b . r
p . . q k p p p
. . . . p . . .
. Q . n . . . .
. . . . . . . .
. . N . . P . .
P P . . . P . P
R . B . K . . R
The best move is c3d5 and the evaluation is 20. Explain why c3d5 is the best move.","The natural-looking intermediate exchange 13...Nxc3 14.bxc3 with the goal of compromising white's pawn structure turns out to favor white.
The b-file opens up, and the white rook puts it to good use. Black, meanwhile, experiences difficulty in completing his kingside development.
The game Fischer-Euwe (Leipzig Olympiad 1960) serves as an excellent illustration of white's play in an ending of this type: 14...Qd7 15.Rb1! Rd8?! (more tenacious is 15...Qxb5 16.Rxb5 Kd6, although after 17.Rb7 the rook is boss on the seventh rank) 16.Be3 Qxb5 17.Rxb5 Rd7 18.Ke2 f6 19.Rd1! Rxd1 20.Kxd1 Kd7 21.Rb8 Kc6 22.Bxa7 g5 23.a4, and the extra passed pawn decided the fate of the game.
14...f6 looks stronger, preparing the evacuation of the king: 15.Qb7+ Ke8 16.Rb1 Qc8! is not dangerous, as black plays Kf7 next. If white plays the obvious 15.Ba3+ Kf7 16.Rd1 Qc8 17.Rd7+ Kg8, the king hides from the threats after h7-h5."
"It is Black's turn to move. The board position is:
r . . . . b . r
p . . . k p p p
. . . . p . . .
. . . Q . . . .
. . . . . . . .
. . . . . P . .
P P . . . P . P
R . B . K . . R
The best move is e6d5 and the evaluation is 18. Explain why e6d5 is the best move.","Sometimes white decides to induce the weakening of black's position with the intermediate 15.Bg5+ f6 16.Qxd5 exd5 17.Be3, and yet this does not give white any advantage. By following the main line of development with 17...Ke6! black keeps the game level. For instance, 18.0-0-0 Bb4 19.a3 Rhc8+ 20.Kb1 Bc5 21.Rhe1 Bxe3 22.Rxe3+ Kd6 23.Rde1 Rc4, and the weakness of the h2 pawn is felt (Belikov-Dreev, Moscow 1992). If 18.Ke2, then 18...Bd6 19.Rhc1 Rhb8! 20.Rc2 Be5 is good."
"It is White's turn to move. The board position is:
r . . . . b . r
p . . . k p p p
. . . . . . . .
. . . p . . . .
. . . . . . . .
. . . . . P . .
P P . . . P . P
R . B . K . . R
The best move is e1g1 and the evaluation is 9. Explain why e1g1 is the best move.","After a brief opening shootout, the game has been transformed into an endgame with the isolani on d5. The true evaluation of this position determines how secure the entire plan with 5...Nc6 is, because modern theory considers this position the optimal achievement for white in this variation. The presence of the doubled pawns on the f-file is compensated by the possibility to attack the weak pawns d5 and a7 in black's position.
Obviously, the key freeing maneuver for black is Ke7-e6 with the development of the bishop. But this takes time. The evaluation of this endgame depends upon how white can utilize this time. Jumping ahead a bit, I can say that I was able to make something out of my chances, although often black manages to hold this position."
"It is Black's turn to move. The board position is:
r . . . . b . r
p . . . k p p p
. . . . . . . .
. . . p . . . .
. . . . . . . .
. . . . . P . .
P P . . . P . P
R . B . . R K .
The best move is e7e6 and the evaluation is 9. Explain why e7e6 is the best move.","The queenside castling plan is considered most critical: 16.Be3 Ke6 17.0-0-0, and now white immediately hits the a7 and d5 pawns. But the open position of the king allows black to make his pieces cooperate well if he defends accurately.
Here are several possibilities: 1) 17...Rc8+ 18.Kb1 Bc5 19.Rhe1 Kd6 20.Bf4+ Kc6 21.Re2 Rhd8; 16.Bf4 Ke6 17.0-0-0 Bb4 18.a3 Rac8+ 19.Kb1 Ba5 20.Rhg1 g6 21.b4 Bb6 22.Rge1+ Kf5, and black protects everything (J.Polgar-De Jong, Wijk aan Zee 1990), or 2) 17...Bb4 (stopping the check from e1) 18.Kb1 (or 18.a3 Rhc8+ 19.Kb1 Bc5) 18...Rhd8 19.Rd3 Rd7 20.Rc1 Rb8 21.Rc6+ Kf5 22.Ra6 (the pin 22.Rb3 is parried tactically: 22...d4! 23.Bd2 Bxd2 24.Rxb8 d3 25.Rc4 Bh6, and the passed pawn ties down white after d3-d2) 22...Rbb7 23.a3 Be7 - black transfers the bishop to f6, from where it controls the blockading square d4. This is an important factor in the defense of positions like this, with the isolated pawn. Black keeps the equal chances (Brunner-Adorjan, Germany 1990). If white tries 16.Bf4, in order to keep the black king from d6, the black king goes to f5 with tempo. For example, 16...Ke6 17.0-0-0 Bb4 18.a3 Rac8+ 19.Kb1 Ba5 20.Rhg1 g6 21.b4 Bb6 22.Rge1+ Kf5, and all is well for black (Brunner-Stering, Luxembourg 1989)."
"It is Black's turn to move. The board position is:
r . . . . b . r
p . . . . p p p
. . . . . . . .
. . . p . k . .
. . . . . . . .
. . . . . P . .
P P . . . P . P
R . B R . . K .
The best move is a8d8 and the evaluation is 5. Explain why a8d8 is the best move.","An important prophylaxis. If black manages to push his isolated pawn to d4, his difficulties will be behind him. For instance, 18.Be3 Be7 19.Rac1 Bf6 20.Rc5 Rhd8 21.b4 Ke6 22.b5 d4 and black's central counterplay compensates for white's flank activity. Black also equalizes after 19.Rad1 Rhd8 20.Rd4 g5! 21.Red1 Ke6 22.Re1 Kf5 23.Red1 Ke6 (Ivanov,A-Seirawan, USA Championship 1992)."
"It is White's turn to move. The board position is:
. . . r . b . r
p . . . . p p p
. . . . . . . .
. . . p . k . .
. . . . . . . .
. . . . . P . .
P P . . . P . P
R . B R . . K .
The best move is c1e3 and the evaluation is 10. Explain why c1e3 is the best move.","It is a good idea to immediately protect the d5 pawn. Later, black plans to use the bishop to support its advance. Less precise is 18...Ke6 19.Rd3 Bc5 20.Bf4 Rhd8, as the white pieces penetrate into black's camp after: 21.Rc1 Bb6 22.Rc6+ Kf5 23.Bc7 and white has the better game."
"It is Black's turn to move. The board position is:
. . . . . . . r
p . . r b p p p
. . . . . . . .
. . . p . k . .
. . . R . . . .
. . . . B P . .
P P . . . P . P
. . R . . . K .
The best move is g7g5 and the evaluation is -11. Explain why g7g5 is the best move.","With this move, white looks to attack the a7 pawn and simultaneously threatens to discoordinate the black forces by Rd4-f4. The wide open black king in the center allows the white rooks to reach the greatest possible activity. Black should have defended against this last threat with 21...g5! for if 22.Rc6 Rhd8 23.Kf1 Bf6 24.Rb4 Be5! and black is ready to push his central pawn. But black apparently does not yet sense the danger."
"It is White's turn to move. The board position is:
. . . . . . . r
p . . r . p p p
. . . . . b . .
. . . p k . . .
. . . . . R . .
. . . . B P . .
P P . . . P . P
. . R . . . K .
The best move is b2b3 and the evaluation is 15. Explain why b2b3 is the best move.","This is awkward for the king and the bishop. But the natural 22...Ke6 is answered by the simple 23.b3, and now 23...d4 is impossible due to 24.Re4+ Kd5 25.Bxd4 Bxd4 26.Rxd4+ Kxd4 27.Rd1+. Black also has no time to support the d5 pawn with 23...Rhd8 because of 24.Re1 Kd6 25.Ra4 Ra8 26.Bf4+ as now black's king is in danger."
"It is White's turn to move. The board position is:
. . . . . . . r
p . . r . p p p
. . . . . b . .
. . . . k . . .
R . . p . . . .
. . . . B P . .
P P . . . P . P
. . R . . . K .
The best move is a4a5 and the evaluation is 40. Explain why a4a5 is the best move.","Here, this move also makes white's life simpler, as 23...Rb8 24.b3 Rbb7 or even 23...Kf5 would have been more stubborn."
"It is Black's turn to move. The board position is:
. . . . . . . r
p . . r . p p p
. . . . . b . .
R . . . k . . .
. . . p . . . .
. . . . B P . .
P P . . . P . P
. . R . . . K .
The best move is e5e6 and the evaluation is 35. Explain why e5e6 is the best move.","If 24.Rc5+, black holds with 24...Ke6. After the text, 24...Rd5 is unplayable because of 25.Bd4+!"
"It is White's turn to move. The board position is:
. . . . . . . r
p r . . . p p p
. . . . k b . .
R . . . . . . .
. . . p . B . .
. . . . . P . .
P P . . . P . P
. . R . . . K .
The best move is b2b3 and the evaluation is 52. Explain why b2b3 is the best move.",26.Rc6+ was threatened. On 25...Bd8 26.Re5+ Kf6 27.Rc6+ wins.
"It is White's turn to move. The board position is:
. . . r . . . .
p r . . . p p p
. . . . k b . .
R . . . . . . .
. . . . . B . .
. P . p . P . .
P . . . . P . P
. . R . . K . .
The best move is c1e1 and the evaluation is 43. Explain why c1e1 is the best move.","This is a very natural reaction to white's last move, as the king aims for the blockading d3 square. But perhaps, 27...h6 was a better defense, with g7-g5 to follow. In the game, the white rook utilizes the newly opened 4th rank, to undertake a bypass maneuver. The enemy, exhausted from the rook threats, agrees to exchange a pair of rooks, and this decreases the potential of the d3 pawn."
"It is White's turn to move. The board position is:
. . . r . . . .
p r . k b p p p
. . . . . . . .
R . . . . . . .
. . . . R B . .
. P . p . P . .
P . . . . P . P
. . . . . K . .
The best move is f4d2 and the evaluation is 54. Explain why f4d2 is the best move.",Black should have stoically continued with 29...Kc6.
"It is White's turn to move. The board position is:
. . . r k . . .
p r . . b p p p
. . . . . . . .
. . . R . . . .
. . . . R B . .
. P . p . P . .
P . . . . P . P
. . . . . K . .
The best move is d5d8 and the evaluation is 31. Explain why d5d8 is the best move.","Here also, 30...Kc6 was more active, keeping in store the defensive resource 31.Rxd8 Bxd8 32.Rd4 Rd7. Now, after the rook trade, a curious rook and bishop dance ensues, and it ends in the fall of the a7 pawn."
"It is White's turn to move. The board position is:
. . . k . . . .
B . . . . p p p
. . . . . . . .
. . . . . . . .
R r . . . P . .
. P b p . . . .
P . . . . P . P
. . . K . . . .
The best move is a4b4 and the evaluation is 239. Explain why a4b4 is the best move.","The bishop ending is easily winning. Black should have kept his rook alive with 39...Rb5, aiming at the white kingside pawns."
"It is White's turn to move. The board position is:
r . b q . r k .
. p . n b p p p
p . . p . n . .
. . . . p . . .
. . . . P . . .
. N N . . . . .
P P P . B P P P
R . B Q . R . K
The best move is a2a4 and the evaluation is 43. Explain why a2a4 is the best move.","9...Qc7 is more common, but I wanted to go into turbulent, uncharted areas."
"It is White's turn to move. The board position is:
r . b q . r k .
. . . n b p p p
p p . p . n . .
. . . . p . . .
P . . . P . . .
. N N . . . . .
. P P . B P P P
R . B Q . R . K
The best move is f2f3 and the evaluation is 55. Explain why f2f3 is the best move.",Possible is 10...Qc7!? 11.a5 b5 12.axb6 Nxb6.
"It is White's turn to move. The board position is:
. . r q . r k .
. b . n b p p p
p p . p . n . .
. . . . p . . .
P . . . P . . .
. N N . B P . .
. P P . B . P P
R . . Q . R . K
The best move is b3d2 and the evaluation is 74. Explain why b3d2 is the best move.",Has 12...Qb8!? 13.Qd2 Rc8 ever been tried?
"It is White's turn to move. The board position is:
. . r . . r k .
. b q n b p p p
p p . p . n . .
. . . . p . . .
P . . . P . . .
. N N . B P . .
. P P Q B . P P
R . . . . R . K
The best move is e2d3 and the evaluation is 60. Explain why e2d3 is the best move.",13...h6 is a feasible alternative.
"It is White's turn to move. The board position is:
. . r . r . k .
. b q n b p p .
p p . p . n . p
. . . . p . . .
P . . . P . . .
. N N . B P . .
. P P Q B . P P
. . R R . . . K
The best move is e2f1 and the evaluation is 84. Explain why e2f1 is the best move.","I considered 15...Rfd8, but if he plays his knight to d5 my play will be on the e-line."
"It is Black's turn to move. The board position is:
. . r . r . k .
. b q n b p p .
p p . p . n . p
. . . . p . . .
P . . . P . . .
. N N . B P . .
. P P . B . P P
. . R R Q . . K
The best move is c7b8 and the evaluation is 81. Explain why c7b8 is the best move.",A very useful move preparing pressure on the a-pawn combined with doubling on the d-file.
"It is White's turn to move. The board position is:
. q . . r . k .
. b r n b p p .
p p . p . n . p
. . . . p . . .
P . . . P . . .
. N N . B P . .
. P P R B . P P
. . R . Q . . K
The best move is c1d1 and the evaluation is 112. Explain why c1d1 is the best move.",17...Nc5? 18.Nxc5 dxc5 19.Bc4 is much better for White.
"It is Black's turn to move. The board position is:
. q . . r . k .
. b r n b p p .
p p . p . n . p
. . . . p . . .
P . . . P . . .
. N N . B P . .
. P P R B . P P
. . R . . . Q K
The best move is b8c8 and the evaluation is 63. Explain why b8c8 is the best move.",As the b-pawn isn't so tasty 18.Rcd1 was better.
"It is White's turn to move. The board position is:
. q r . . . k .
. b r n b p p .
p Q . p . . . p
. . . . p . . .
P . . . P . . .
. N N . . P . .
. P P R B . P P
. . R . . . . K
The best move is b6b4 and the evaluation is -82. Explain why b6b4 is the best move.",Perhaps he overlooked or at least underestimated this move.
