inputs,label
"It is White's turn to move. The board position is:
. . . . . r . .
. b . r R N k p
q . . P . . p .
. p p . . . . .
. . . . . . . .
. . . . . Q . P
P P . . . P P .
R . . . . . K .
The best move is f3c3 and the evaluation is 2. Explain why f3c3 is the best move.",If 23...Bxf3 24.Nh6 mate! or 23...Rxe7 24.dxe7 Re8 25.Bc3! Bxf3 26.Nh6 mate.
"It is White's turn to move. The board position is:
r n . . . r . .
p b . . p p k p
. p . . . . p .
. . p q . . . .
. . . . . . . .
. P . . . N P .
P . . P P P B P
R . . Q . R K .
The best move is d2d4 and the evaluation is 14. Explain why d2d4 is the best move.","The exchanging sequence is forcing, as 11...Bxd5 12.d4, is good for White. Note that White wins immediately after 12...cxd4? 13.Qxd4+ Kg8 14.Rfd1, pinning and winning Black's bishop."
"It is White's turn to move. The board position is:
. . k . . r r .
b b . p . . . .
p . q . p . . .
B . . . n p . p
. P B . . p . .
P . . . . R . .
. . . . Q . P P
. . . N R . . K
The best move is e2e5 and the evaluation is -482. Explain why e2e5 is the best move.","Nifty. Again the theme is to deflect White's queen away from g2, regardless of the cost."
"It is Black's turn to move. The board position is:
r n b q k b n r
p p . . p p p p
. . . p . . . .
. B p . . . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R
The best move is c8d7 and the evaluation is 6. Explain why c8d7 is the best move.","Moscow Variation -- After this White will either establish a white square pawn formation (Pc4, Pe4) to replace the effect of the bishop (to the extent they can) or aim for c2-c3, d2-d4 and possibly d4-d5 or e4-e5. The move also works to enable O-O quickly. 3. Bc4 is interesting and has been played recently, but 3. d4 is still the most common move."
"It is Black's turn to move. The board position is:
r . b q r . k .
. . p . . p p .
. . p p . n . p
N . b . p . . .
. . . . P . . .
. . P P . N . .
P P . . Q P P P
R . B R . . K .
The best move is f6g4 and the evaluation is -63. Explain why f6g4 is the best move.","a small tactical trick which may divert Black's attention from central play, but which does not gain an advantage"
"It is White's turn to move. The board position is:
. . . . . q k .
p N b . . . p p
. . p . . n . .
. . . . P p . b
. . P . p . . .
P . Q r B . . P
. P . . . P P .
R . . . R . K .
The best move is c3b4 and the evaluation is 265. Explain why c3b4 is the best move.",saving one exchange and gaining time to save the other
"It is White's turn to move. The board position is:
r n . q k b n r
p p . . . p p p
. . p . p . . .
. . . p P b . .
. . . P . . . .
. . N . . . . .
P P P . . P P P
R . B Q K B N R
The best move is g2g4 and the evaluation is 26. Explain why g2g4 is the best move.","Black has a solid light square pawn structure, as in a French Defense, but with his light square bishop ""outside"" the chain. Black has spent one extra tempo  (...c7-c6) to achieve this. Is it worth it? Some people believe Bf5 is just an exposed target."
"It is White's turn to move. The board position is:
r . b q . r k .
p p . n . p p p
. . p . p . . .
. . . . . . . .
. . P P p B . .
P . . . P . . P
. P . Q . P P .
R . . . K B . R
The best move is f1e2 and the evaluation is 165. Explain why f1e2 is the best move.",Better was 11...Qe7 followed by 12...e5 to get some counterplay.
"It is White's turn to move. The board position is:
r . . . k b n r
p p . b q p p p
. . n . . . . .
. B . Q P . . .
. . . . p . . .
. . N . . . . .
P P . . . P P P
R . B . K . N R
The best move is g1e2 and the evaluation is 118. Explain why g1e2 is the best move.","At the time I thought 8...Nb4 was best even though sometime during a restless night I analyzed the following in a drowsy state of semi-sleep: 8...Nb4 9.e6 (9.Qxe4 Bxb5 10.Nxb5 Rc8?? 11.Nd6+ Bxd6 12.exd6+ wins) 9...Nxd5 (9...Bxb5 10.Qxb5+ Nc6 11.Qxb7 Nge7 12.Nb5 winning) 10.Bxd7+ Ke7 11.Nxd5+ Kd6 12.Bf4+, and now: A) 12...Kc5 13.b4+ Kxd5 14.0-0-0+ Kc4 15.Ne2 Kxb4 (15...Bxb4 16.Rd4+ Kc5 17.Bd6+ Kb6 18.Rxb4+ looks winning) 16.Rd4+ Ka5 17.Ra4+ Kb6 18.Be3+ Kc7 19.Rc4+ with a promising attack, or; B) 12...Kxd5 13.0-0-0+ Kc5 (13...Kc4 14.b3+ Kb4 15.Rd4+ Kc5 16.Rc4+ Kd5 17.Ne2 Ba3+ 18.Kc2 Qxd7 19.exd7 Nf6 20.Rd1+ Ke6 21.Nd4+ Ke7 22.Nb5 wins) 14.Be3+ Kb4 15.Rd4+ Ka5 16.Ra4 mate."
"It is White's turn to move. The board position is:
r . b r . . k .
. . . n . p p p
. . p . p . . .
p . . p P . . .
N q . . . . . .
. P . B . . P .
P . P . Q P . P
. . . . R R . K
The best move is f2f4 and the evaluation is 27. Explain why f2f4 is the best move.",That's confidence his king-side is impenetrable. He continue to fight for the central dark squares and c5.
"It is White's turn to move. The board position is:
r . . . k . . r
p . . . p . . p
q . . p . n p .
. . B . b . . .
. . . . . . . .
. . N . . . . .
P P P Q . . P P
R . . . . R K .
The best move is c5d4 and the evaluation is 0. Explain why c5d4 is the best move.",Ivanchuk is a little too cautious here and doesn't realize he could play more aggressively if he identifies Kg1 as a target.
"It is Black's turn to move. The board position is:
r . . q k b n r
p p . n p p p b
. . p . . . . p
. . . . . . . P
. . . P . . . .
. . . B . N N .
P P P . . P P .
R . B Q K . . R
The best move is h7d3 and the evaluation is 14. Explain why h7d3 is the best move.","It always seems a little odd to see this bishop trade offer. Bd3 is White's better bishop, not conflicting with Pd4, but Bh7 is a very good piece and if Black puts all his pawns in the center on light squares then White's light-square bishop won't be better on any other square."
"It is White's turn to move. The board position is:
r . . . k . . .
. R . . . R . .
p . . r . . p .
. . . . . p . .
. n . p . P . p
. . . B . . . .
P . . K . . P P
. . . . . . . .
The best move is f7h7 and the evaluation is 584. Explain why f7h7 is the best move.",If 33...Nxf4 34.Bc4 winning.
"It is White's turn to move. The board position is:
. k r . . . r .
p p . b . . . .
. . . . p . . .
. . . P P n n .
. . P B . N . .
q . . . . . . .
. . . . Q P P P
. . R R . . . K
The best move is e2b2 and the evaluation is -66. Explain why e2b2 is the best move.","My opponent - a glorious chess veteran who always sought active play - had planned to transfer his queen to the kingside for a counterattack, but he underestimated the threats on the other side of the board. This was a super-bold idea although 27...Nxd4 28.Rxd4 Qxa3 seems a better way of capturing the a-pawn."
"It is White's turn to move. The board position is:
r . b q k b . r
p p . p . p p p
. . n . . n . .
. . . . p . . .
. . . N P . . .
. . N . . . . .
P P P . . P P P
R . B Q K B . R
The best move is d4b5 and the evaluation is 21. Explain why d4b5 is the best move.",Lasker-Pilnik or Sveshnikov Variation
"It is White's turn to move. The board position is:
r . . q n . k .
. . . b . r p p
. . p . p . . .
p p . . B p . .
. . P P . . . .
P . . . P P . P
. P . . . Q R .
. . K . . B R .
The best move is c4c5 and the evaluation is 288. Explain why c4c5 is the best move.",Defends g7 and prevents 22 Qh4.
"It is Black's turn to move. The board position is:
. . . . . . . .
. . . . . . B .
. . . . . . . .
p k . . . . . P
. . . . . . . .
. . . p b . . .
P . . . . . P .
. . . K . . . .
The best move is b5c4 and the evaluation is 516. Explain why b5c4 is the best move.","Black loses her bishop after h5-h6 and Pg2 will keep Black occupied defensively while White's king gobbles Pd3 & Pa5 to clear the way for Pa2 to advance. This was quite an exciting game with the odd appearances and Polgar's heroic effort to gain piece activity, only to have it fall apart as they neared the time control (assuming that was move 40) ."
"It is White's turn to move. The board position is:
r . . . r . k .
. p q . . p p .
p . p . . n . .
. . N n . . . .
P P Q N . . b .
. . . . . . P .
. . . R P P . .
. . R . . . K B
The best move is e2e4 and the evaluation is 41. Explain why e2e4 is the best move.",Keeping an eye on the 'g3' Pawn.
"It is White's turn to move. The board position is:
. r . . . . k .
. . p b . p p .
q . p p . n . p
. . . . p . . .
r P . . P . . .
P . . P . . P .
. B R N Q P K P
R . . . . . . .
The best move is a1c1 and the evaluation is -19. Explain why a1c1 is the best move.","not just defending Pc6 or pinning Pd3, but perhaps planning ...Qc8 to prepare ...Bd7-h3+"
"It is Black's turn to move. The board position is:
r . . . . . . r
. . k . . p p .
p q . . p . . p
. p . n . . . .
. . . N . . . P
. R . . . . . .
P P P . . P P .
. . K R Q . . .
The best move is c7b7 and the evaluation is 179. Explain why c7b7 is the best move.",Topalov was not about to trade queens when he had a chance to go at Kc7 directly.
"It is Black's turn to move. The board position is:
. . . . r . k .
p q . . P . . .
. . R . . . . .
. . . P . p p .
. . . . . N . .
B P . . . . P .
P . . . . . K .
. . . . . . . .
The best move is g5f4 and the evaluation is -389. Explain why g5f4 is the best move.","Despair, as knight moves lose, e.g., 36.Nh5 Rxe6!"
"It is White's turn to move. The board position is:
. r . . . r k .
. . q b . p b p
p n . p p n p .
N . p P . . . .
P . . . P . . .
. . N . . . . .
. P Q B B P P P
R . . . . R K .
The best move is d5e6 and the evaluation is -28. Explain why d5e6 is the best move.",and there it is Black commits to weakening Pd6 to force lines open. Fortunately this should be sufficient. White hasn't got enough of a lead in development (if any) to do any damage.
"It is White's turn to move. The board position is:
r . . . . . k r
p . p . q p p .
n p . . p . . .
. . . p P . . p
. . . P . Q . P
P . n P B R . N
. . . . . P P .
R . . . K . . .
The best move is e3d2 and the evaluation is 185. Explain why e3d2 is the best move.",16...Nd7 fails to 17.Rc1.
"It is White's turn to move. The board position is:
. . b . . . . .
R . . . r k p .
. p . R p . . p
. . . . . . . .
. P B . . r . .
. . . . . P . .
. . . . . . P P
. . . . . . K .
The best move is c4e6 and the evaluation is -181. Explain why c4e6 is the best move.","Black's position is solid and White has over-extended trying to poke a hole in the defense, thus leaving his Bc4 & Pb4 indefensible."
"It is Black's turn to move. The board position is:
. q . . k . . r
. . . Q . p p p
. r . B p . . .
. . p . . . . .
. . . . . . . .
. . . . . . . .
. P P . . P P P
R . . R . . K .
The best move is e8d7 and the evaluation is 581. Explain why e8d7 is the best move.","Not a wee of a chance did Smyslov give to his opponent after 7)...b5 ?! . The most difficult thing in chess is to win a won position. Smyslov had a knack of finishing off his opponents at the hint of even a slight mistake. It is precisely this quality that made him a "" champion of champions""."
"It is White's turn to move. The board position is:
. . r . . r k .
. b q n b p p p
p p . p . n . .
. . . . p . . .
P . . . P . . .
. N N . B P . .
. P P Q B . P P
R . . . . R . K
The best move is e2d3 and the evaluation is 60. Explain why e2d3 is the best move.",13...h6 is a feasible alternative.
"It is White's turn to move. The board position is:
b . r q . . . r
. . . n b k . .
p . . . p . p .
N p . p P p . p
. P . N . P . .
P . . P B . . .
. . . . Q . P P
. . R . . R K .
The best move is c1c8 and the evaluation is 327. Explain why c1c8 is the best move.","Now Steinitz gives a valuable lesson in exploiting square weaknesses, effective use of open file and Rook on the 7th rank."
"It is White's turn to move. The board position is:
r . b q . r k .
p p . . . p b p
n . . n . . p .
. . p P . . . .
. . . . . . . .
. P N . . . P P
P . . . N P B .
R . B Q . R K .
The best move is c1f4 and the evaluation is 28. Explain why c1f4 is the best move.","Black's position is relatively harmonious and only the passed Pd5 is a problem. That the Pd5 also happens to block Bg2 and Nc3 is a happy ""coincidence""."
"It is White's turn to move. The board position is:
r . . . k . . r
p p . q n . p p
. . p . . p . .
. . . . . . . .
. . . P . . . .
. . . . . N . .
P P . . Q P P P
. . R . R . K .
The best move is d4d5 and the evaluation is 187. Explain why d4d5 is the best move.","By evacuating his king from the e-file, and then playing 17...Nd5, Black could have successfully defended his position and assumed the initiative, although a knight check, 17.Ne5+ or 17.Ng5+, would have led to complications."
"It is White's turn to move. The board position is:
. . . . . . . .
. . . . . . . .
. . . . p n . k
. . . . N . p p
p . K . . . . .
. . . . . . P .
. . . . . P . .
. . B . . . . .
The best move is e5f7 and the evaluation is 195. Explain why e5f7 is the best move.",The threat to Pg5 by the long-range Bc1 has caused Black to retreat his knight all the way across the board.
"It is Black's turn to move. The board position is:
. . . . . . k .
. b . . . q b .
p . . . r . n .
. p . . p N . Q
. . p . . . R P
P . . r P . . .
. P . . . P P .
. B . . . R K .
The best move is d3d2 and the evaluation is 209. Explain why d3d2 is the best move.","Decisive! Euwe must have seen this many moves earlier. When the attack with only pieces comes to a standstill, White manages to stimulate the attack with the help of the h-pawn. The threat being Qg5 and h5 winning a piece, which is very difficult to parry."
"It is White's turn to move. The board position is:
r . b r . b k .
. . q . . p p p
p . . . p n . .
p . . . P . . .
. . . n . . . .
. . N . B B . .
. P P . . . P P
R . . Q . R . K
The best move is e3d4 and the evaluation is 31. Explain why e3d4 is the best move.","I'm not certain this was necessary, but it challenges White immediately and makes the game interesting."
"It is Black's turn to move. The board position is:
r n b q k b n r
p p p p p p . p
. . . . . . p .
. . . . . . . .
. . . P . . . .
. . . . . . P .
P P P . P P . P
R N B Q K B N R
The best move is d7d5 and the evaluation is 19. Explain why d7d5 is the best move.","This is usually followed by c2-c4 to make a King's Indian Defense, Fianchetto Variation or, after ...d7-d5, a Gruenfeld Defense."
"It is White's turn to move. The board position is:
. r . . . . . .
. . . n k . . p
p p R . . . p .
. . . . p p . .
. P . . . . P .
. . N . P . . .
P . . . . P K P
. . . . . . . .
The best move is c3d5 and the evaluation is 207. Explain why c3d5 is the best move.","If 27...Rb7 28.Nd5+ Kf7 then 29.e4! leaves Black without any useful move, for example 29...a5 (29...Rb8 30.Rc7, and White wins a pawn after 30...Ke6 31.Ra7 a5 32.bxa5 bxa5 33.Ra6+ Kf7 34.Rxa5, etc., while 29...Kg7 is met by 30.Re6! g5 31.Re7+ Kg6 32.Ne3, and the Black king is practically in a mating net) 30.b5, maintains the bind - Black is running out of moves."
"It is White's turn to move. The board position is:
. . . . r . k .
q . p b . p p .
. . p p . n . p
. . . . p . . .
r P . . P . . .
P . . P . . . .
. B . N Q P P P
R . . R . . K .
The best move is d1c1 and the evaluation is -30. Explain why d1c1 is the best move.",preventing d3-d4 and maybe considering ...c6-c5 to be rid of his doubled pawn.
"It is White's turn to move. The board position is:
. . . . . . k .
p . . . . p . p
. p . . . . p .
. . . . . . q .
P . . Q . . . .
. . . . . P . K
. . . r . . P P
. . . . . . R .
The best move is d4e4 and the evaluation is -343. Explain why d4e4 is the best move.","After repeating moves, Black chases the enemy queen from her dominant position. The end is near."
"It is White's turn to move. The board position is:
r n b q k . n r
p p . p p p b p
. . . . . . p .
. . p . . . . .
. . . P . . . .
. . . . . . P .
P P P . P P B P
R N B Q K . N R
The best move is d4c5 and the evaluation is 19. Explain why d4c5 is the best move.","This forces the game off into another direction. It's thematic for Black to fight on the dark squares, but White's setup is a little unusual. If White plays d4-d5 Black might play ...b7-b5; something he wouldn't ordinarily be able to do."
"It is White's turn to move. The board position is:
r . . . . . k .
p p . . q p p p
. . n p . . b .
. . . . . . N .
. . B P . . . P
P . P . . . . .
. . . . . P P .
R . . Q . . K .
The best move is g2g3 and the evaluation is 34. Explain why g2g3 is the best move.",Karpov has always been a great defender and here he uses his queen rather than weaken his king's position with a pawn move.
"It is White's turn to move. The board position is:
r . b q k b . r
. p . . . p p p
p . n p . n . .
. N . . p . B .
. . . . P . . .
. . N . . . . .
P P P . . P P P
R . . Q K B . R
The best move is b5a3 and the evaluation is 26. Explain why b5a3 is the best move.",This is necessary to prevent White's threat.
"It is White's turn to move. The board position is:
. q b . . . k .
. . . . b . p p
p . . . p . . .
p . . r . p . Q
. . . B . . . .
. . . . . . . .
. P P . . . P P
R . . . . R . K
The best move is h5e8 and the evaluation is 155. Explain why h5e8 is the best move.","Black has a bishop plus two pawns for White's rook, but Black's doubled a-file pawns aren't so great. I suppose a lot depends upon whether White can find a way to utilize all his pieces. If Black can shut out one or two of White's pieces then his pawns might have a say in the outcome. Pg7 is an obvious target, but ...e6-e5 could shut out Bd4."
"It is White's turn to move. The board position is:
r n b q k b . r
p p . p . p p .
. . . . p . . p
. . p . P . . .
. n P P . . . .
. . . . . . . .
P P . . . P P P
R N B Q K B N R
The best move is d4d5 and the evaluation is 100. Explain why d4d5 is the best move.","Black threatens ...c5xd4 when the ""natural"" response Qd1xd4 fails to Nb4-c2+."
"It is White's turn to move. The board position is:
r . . q k b . r
n . p p . p p p
. . . . p . b .
. p . . . . . .
. P . P . . . .
P . . . P . P .
. B . N . P . P
R . . Q K B . R
The best move is h2h4 and the evaluation is 145. Explain why h2h4 is the best move.","Ulf Andersson has a reputation for being a very patient and solid defender, and thus a very difficult man to beat. This retreat of the knight has a view to the maneuver Na7-c8, followed by d7-d5 and Nc8-d6-c4. But White has some moves first!"
"It is White's turn to move. The board position is:
r . . . r . k .
p p . . . p . .
. . . q n . p p
. Q . p . . . .
N . . P . . . .
. . . . P . . P
P . . . . P P .
. R R . . . K .
The best move is a4c3 and the evaluation is 236. Explain why a4c3 is the best move.","If 24... Re7, 25 Rc5 Rd8 26 Nc3 and the 'd' Pawn falls.
If 24... b6, 25 Rc6 Qd7 26 Rxb6 and if 25... Qd8, 26 Nc3"
"It is White's turn to move. The board position is:
. . . r k . . r
. . q . . p p .
p . . p . . . p
. p . Q p . b .
. . . . P . . .
P . . . . P . .
. P P . . . P P
. K . R . B . R
The best move is g2g3 and the evaluation is 65. Explain why g2g3 is the best move.","aiming for ...Bg5-e3-d4, to get ""outside the pawn chain"""
"It is White's turn to move. The board position is:
r . . . k . n r
p p . n b p p .
q . p . p . . p
. . . . . . . P
. . P P . . . .
. . . Q . N N .
P P . B . P P .
R . . . K . . R
The best move is e1g1 and the evaluation is 42. Explain why e1g1 is the best move.","By itself the position of Black's queen should be some kind of warning that his position isn't going to become sufficiently active. Qd3 isn't defended, so there is still some possibility for Black to break out of the shell, but it could quickly become very difficult."
"It is White's turn to move. The board position is:
r . . q k n . r
. b . . b . p .
p . . . p . . .
. p . p P p . p
. P . N . P . .
P . . P B . . .
. . . . Q . P P
. . R N . R K .
The best move is d1f2 and the evaluation is 227. Explain why d1f2 is the best move.",To prevent 19. g4. But this move weakens Black's Pawn structure.
"It is Black's turn to move. The board position is:
. r . . . r k .
. . q . . p b p
p n . p b n p .
N . p . . . . .
P . . . P . . .
. P N . . . . .
. . Q B B P P P
R . . . . R K .
The best move is c5c4 and the evaluation is -29. Explain why c5c4 is the best move.","White switches to a policy of securing the light squares, and I'd guess moving Ra1, before even thinking of how to threaten Black's central pawns. This might give Black an opportunity. Na5 is only defended when Nc3 moves, but if Nc3 moves it exposes Ra1. Would Black trade Bg7 for Ra1? I think so. So, moving Nb6 to threaten Na5 has to be considered."
"It is Black's turn to move. The board position is:
r . . q r . k .
p . . . . p p p
. . p b p . . .
. . p n . . . b
. . . . . . . .
. . . P . N N P
P P P . . P P .
R . B Q R . K .
The best move is h5g6 and the evaluation is 23. Explain why h5g6 is the best move.","So, this is the idea behind Nd2-e4. Black has to either retreat and give up on the pin on Nf3 or give up one of the bishops for a knight. He could trade off Bd6  (13...Bxg3 14. fxg3) or Bh5 (13...Bxf3 14. Qxf3) ."
"It is White's turn to move. The board position is:
r . b q k . . r
p p . n . p p p
. . p b p n . .
. . . . . . N .
. . . P . . . .
. . . B . N . .
P P P . . P P P
R . B Q K . . R
The best move is d1e2 and the evaluation is 41. Explain why d1e2 is the best move.","One of the central positions in the modern development of the Caro-Kann Defense. The rarer continuation 7...Qc7 was covered in the previous game. Currently, the moves 7...h6 and 7...Be7 are also popular."
"It is White's turn to move. The board position is:
. . . . . . k r
p . . q . . . .
. b N N b . n .
. P . p P p . r
. . . . . . . .
. . Q . . . B .
P . . . . . P P
. . . . R R . K
The best move is e5f6 and the evaluation is 401. Explain why e5f6 is the best move.","She wants to bring Qd7 to the h-file and/or to use ...f5-f4 to chase away Bg3, but king safety is the first priority! Allowing exf6 is extremely risky. If only there was another way, but I see none. I suppose this is where the classicist says, ""I told you so."" Black is having difficult with Qd7 because White dominates in the center, cramping Black quite a lot. So, when Black fights back those central pieces spring into action!"
"It is Black's turn to move. The board position is:
r n . . . k . r
p . p . q p p .
b p . . p . . .
. . . p P . . p
. . . P . Q . P
P . n B B R . .
. . P . . P P .
R . . . K . N .
The best move is f8e8 and the evaluation is 141. Explain why f8e8 is the best move.",White now threatens 15.Bxg6 (and also Nh3-g5). Therefore Black's reply is practically forced.
"It is Black's turn to move. The board position is:
r . . q r . k .
. b . . b p p .
p . . . p n . p
. p . . P . . .
. . p . . B . .
P . N . P . . P
. P . . Q P P .
. B R . . R K .
The best move is f6d7 and the evaluation is -20. Explain why f6d7 is the best move.","Now a central file is opened up which, white is better placed to benefit from."
"It is White's turn to move. The board position is:
. r . . . . k .
. . p n . . p .
q . . p b p . p
. . p . p . . .
r P . . P P . .
P . . P N . P .
. B R . Q . K P
. . . . . R . .
The best move is f4e5 and the evaluation is -114. Explain why f4e5 is the best move.",All this dark-square activity is very good for Black. He's keeping Bb2 quiet and getting rid of his doubled pawn. Next will be an invasion on the b-file.
"It is White's turn to move. The board position is:
r . b . . r k .
p . . . . p b p
q n . N . . p .
. . p P . . . .
. . N . . . . .
. . . . . . . P
P P . . . P P .
R . B Q . R K .
The best move is c4b6 and the evaluation is 58. Explain why c4b6 is the best move.",White's knights must be challenged.
"It is White's turn to move. The board position is:
. . . . . . . .
. r . . . . . .
. . . . . . . p
. . k N p . p .
. p . . P . P P
. P . . K . . .
. . P . . . . .
. . . . . . . .
The best move is h4h5 and the evaluation is -308. Explain why h4h5 is the best move.",Instead 46...Rf7? 47.g5 hxg5 48.hxg5 Rf1 49.Ne7 Rg1 50.Nxg6 Rxg5 51.Ne7 Rg3+ 52.Kd2 isn't as easy. With the text his knight can't get to the g-pawn.
"It is Black's turn to move. The board position is:
r . b . . r k .
p . . . . p b p
q N . N . . p .
. . p P . . . .
. . . . . . . .
. . . . . . . P
P P . . . P P .
R . B Q . R K .
The best move is a6b6 and the evaluation is 86. Explain why a6b6 is the best move.",Weak is 16.Qd3? when 16...Nxc4 17.Nxc4 Bf5 18.Qe2 Rfe8 gives Black too much activity.
"It is White's turn to move. The board position is:
. . . . . . . .
. . . . . . . R
. . b k . . p .
. . . . p . . .
P . . . . . . .
. . . N K r P .
. . . . . . . P
. . . . . . . .
The best move is e3d2 and the evaluation is 1. Explain why e3d2 is the best move.",Suddenly Black's pieces work together nicely and Rh7 seems hopelessly out of place.
"It is Black's turn to move. The board position is:
. . . . r . k .
p . . . q p . p
. p . . . . p .
. . . Q . . . .
. . . . . . . .
P P . . r P K .
. . . R . . P P
. . . . . . . R
The best move is e3b3 and the evaluation is -285. Explain why e3b3 is the best move.","Desperation. White hopes to take his king to safety after 25...Qxa3 by playing 26.Rb1, followed by 27.h3, the idea being that with all major pieces around, Black would not be able to go for the final position which is a clear technical win.
But Black has a stronger capture up his sleeve."
"It is Black's turn to move. The board position is:
r . b q k . . r
p p . n . p p p
. . p b p n . .
. . . . . . N .
. . . P . . . .
. . . B . N . .
P P P . Q P P P
R . B . K . . R
The best move is h7h6 and the evaluation is 45. Explain why h7h6 is the best move.","A more active continuation than 8.0-0, which was played against me by Kasparov in Amsterdam, 1988. After 8...h6 9.Ne4 Nxe4 10.Bxe4, black could have equalized with 10...Nf6!?. But I chose a different plan: 10...0-0 11.c3 e5 (11...Qc7 12.Bc2 Re8 13.Qd3 Nf8 14.Re1 b6 15.Ne5 Bb7 16.Qh3, is also better for white, Bellin-Thipsay, England 1987.) 12.Bc2 Re8 13.Re1 exd4 14.Rxe8+ Qxe8 15.Qxd4 Qe7 16.Bf4 Bxf4 17.Qxf4, with a clear positional advantage for white.
Another game with Kamsky in the same variation, from Tilburg 1991, continued differently, with 8.c3 h6 9.Ne4 Nxe4 10.Bxe4 0-0 11.0-0 c5 (a novelty, earlier 11...e5, which favors white, had been seen) 12.Bc2 (12.dxc5 Bxc5 13.Bc2 Qc7 14.Qe2 Nf6 15.Ne5 Bd6 16.Bf4 b6 17.Rad1 Ba6, with equality) 12...Qc7 13.Re1 Rd8 14.h3 Nf6 15.Qe2 cxd4 16.Nxd4 Bh2+ 17.Kh1 Bf4 18.Nb5 Qb8 19.a4 Bd7 20.Bxf4 Qxf4 21.Nd4 Bc6!, and black solved all problems in the opening. Soon, the game was drawn."
"It is White's turn to move. The board position is:
. . . . . . . .
p . . . . k p p
. . p . . n . .
. . B . r . . .
. P P . . . . .
P . . . P b . P
. . . . . . . .
. R . . R . K .
The best move is e1f1 and the evaluation is 302. Explain why e1f1 is the best move.","White is better on the queen-side and now has a share of the center under control (Bc5 & Pe3 work together well) , but Kg1 is a little exposed, so he should improve that before proceeding with his strengths."
"It is Black's turn to move. The board position is:
. . . . . k . .
p . . . r . p p
. . p . . n . .
. . N . b . . b
. . P . p p . .
P . . . . . . P
. P . B . P P .
. R . . R . K .
The best move is e5d6 and the evaluation is 250. Explain why e5d6 is the best move.",This move is what Black allowed when he refused to repeat the position and played 29...Re7. White now threatens Nc5xe4.
"It is White's turn to move. The board position is:
r . b q . r k .
. p p . . p b p
. . . p . n p .
p . n P p . . .
. . P . P . . .
. . N . . . . .
P P . . B P P P
R . B Q N R K .
The best move is f2f3 and the evaluation is -5. Explain why f2f3 is the best move.","It used to be thought that, when Black's knight reached c5, he achieved a good position. After all, I was not the first and not the tenth person to play the King's Indian. It was employed by Capablanca and the English Champion Yates, and it was played by Reti, Euwe, Chigorin and even Tarrasch. But it should be realised that this is a good position only compared with the Queen's Gambit, where you are down on your knees, awaiting the invasion of a knight at e5, the doubling of rooks, and so on."
"It is Black's turn to move. The board position is:
r n . q . r k .
p b p . b p p p
. p . . p n . .
. . . . . . B .
. . Q P . . . .
P . N . P N . .
. P . . B P P P
R . . . K . . R
The best move is b8d7 and the evaluation is -7. Explain why b8d7 is the best move.","Not 11.Bd3? Ba6 12.Nb5 c6 and Black wins. Premature is 11.b4 (trying to clamp down on the Black queenside and the Black c-pawn in particular) as White is still lagging in development, for example: 11...Nbd7 12.Be2 c5 13.dxc5 bxc5 14.b5 (If 14.Bxf6?! Bxf6 15.bxc5 Qa5 16.Rc1 Rfc8 and Black will regain the pawn on c5 with a clear queenside initiative.) 14...Qa5 (14...Nd5!?) 15.0-0 Nb6, with good counterplay."
"It is White's turn to move. The board position is:
R . n b . r . k
. . q . . . p p
. . N p . . . .
. p . B p p . .
. . . . P . . .
. . P . . Q . P
. P . . . P P .
. . . . . . K .
The best move is e4f5 and the evaluation is 362. Explain why e4f5 is the best move.",desperation
"It is White's turn to move. The board position is:
. . . . . r k .
. b q . . . . p
p . . . . . . .
P . p p . . p .
. . . . . p . .
. . P . . B . .
. . P n N R P P
. Q . . . . K .
The best move is b1d1 and the evaluation is -233. Explain why b1d1 is the best move.","Also good is 26...Ne3, with the idea g5-g4."
"It is Black's turn to move. The board position is:
. . . r . . k .
. . R . . . p .
. . . . . p . p
. . . . p . . .
. P . . P . . .
. . . r N . P b
. . . . K R . P
. . . . . . . .
The best move is d3b3 and the evaluation is -192. Explain why d3b3 is the best move.",opposing Bh3 and hoping his king can survive the two Black rooks by sitting on f3
"It is White's turn to move. The board position is:
r . b q k . . r
. . . . n p b p
p . . p . . . .
. p . N p p . .
. . . . P . . .
N . P B . . . .
P P . . . P P P
R . . Q K . . R
The best move is d5e7 and the evaluation is 15. Explain why d5e7 is the best move.","After Ne7 it appears Black might prefer ...Bc8-b7, as is played in many Sicilian Defense games, to cut through the center of the board and to aim at Pg2, where White's king might soon reside."
"It is Black's turn to move. The board position is:
r . . . . r k .
. . . b . . . p
. p . . p b p .
p . q p . . . .
P n . p . P . .
. B . P . N Q .
. P P B . . P P
. . . . R R . K
The best move is c5d6 and the evaluation is 94. Explain why c5d6 is the best move.","Gelfand's idea is perhaps revealed in the line 23.Ne5? Bxe5 24.Rxe5 Nxc2! 25.Rc1 Qd6 , threatening to take on e5."
"It is White's turn to move. The board position is:
r . . . . r k .
. p . b . . . p
. . . q p b p .
p . . p . . . .
P n . p . P . .
. B . P . N . .
. P P B . . P P
R . . . Q R . K
The best move is g2g4 and the evaluation is 56. Explain why g2g4 is the best move.","Gelfand banks on a queenside counter demonstration, as per usual in the Sicilian, but he would probably have done better to try to challenge in the center with 18...Rae8. After the game move Short maneuvers adroitly to defend the queen's flank whilst building up for an attacking breakthrough."
